id_alat,tanggal_operasi,shift,jam_mulai,jam_selesai,status_operasi,material_dipindah,id_operator,lokasi_kode,tipe_alat,model_alat,kapasitas_default_ton,departemen,umur_tahun,kondisi,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,petir_count,cycle_time_avg_jam,label_risk_delay,prev_cycle_time,avg_last_3_cycles,jam_operasi,hujan_deras
ALAT_083,2025-07-03,Shift 3,22:00:00,02:08:00,Beroperasi,Overburden,OPR_144,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,2.4,0.32,Ringan,25.1,31.8,81.2,2.0,3.0,0,0.2435294117647058,0,0.764,0.6216764705882354,22,0
ALAT_072,2025-07-03,Shift 3,22:00:00,04:51:00,Beroperasi,Overburden,OPR_005,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,2.4,0.32,Ringan,25.1,31.8,81.2,2.0,3.0,0,0.8575,1,0.2435294117647058,0.6216764705882354,22,0
ALAT_046,2025-07-03,Shift 1,06:00:00,09:49:00,Beroperasi,Overburden,OPR_031,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,2.4,0.32,Ringan,25.1,31.8,81.2,2.0,3.0,0,0.764,1,0.8575,0.6216764705882353,6,0
ALAT_082,2025-07-04,Shift 1,06:00:00,09:16:00,Beroperasi,Overburden,OPR_079,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.2523076923076923,0,0.764,0.6246025641025642,6,1
ALAT_082,2025-07-04,Shift 1,06:00:00,09:16:00,Beroperasi,Overburden,OPR_079,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.2523076923076923,0,0.2523076923076923,0.422871794871795,6,1
ALAT_082,2025-07-04,Shift 1,06:00:00,09:16:00,Beroperasi,Overburden,OPR_079,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.2523076923076923,0,0.2523076923076923,0.2523076923076923,6,1
ALAT_082,2025-07-04,Shift 2,14:00:00,20:40:00,Beroperasi,Overburden,OPR_011,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.5138461538461538,0,0.2523076923076923,0.3394871794871795,14,1
ALAT_082,2025-07-04,Shift 1,06:00:00,09:16:00,Beroperasi,Overburden,OPR_079,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.2523076923076923,0,0.5138461538461538,0.3394871794871795,6,1
ALAT_082,2025-07-04,Shift 2,14:00:00,20:40:00,Beroperasi,Overburden,OPR_011,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.5138461538461538,0,0.2523076923076923,0.4266666666666667,14,1
ALAT_082,2025-07-04,Shift 2,14:00:00,20:40:00,Beroperasi,Overburden,OPR_011,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.5138461538461538,0,0.5138461538461538,0.4266666666666667,14,1
ALAT_082,2025-07-04,Shift 1,06:00:00,09:16:00,Beroperasi,Overburden,OPR_079,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.2523076923076923,0,0.5138461538461538,0.4266666666666667,6,1
ALAT_082,2025-07-04,Shift 1,06:00:00,09:16:00,Beroperasi,Overburden,OPR_079,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.2523076923076923,0,0.2523076923076923,0.33948717948717944,6,1
ALAT_082,2025-07-04,Shift 1,06:00:00,09:16:00,Beroperasi,Overburden,OPR_079,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.2523076923076923,0,0.2523076923076923,0.2523076923076923,6,1
ALAT_082,2025-07-04,Shift 2,14:00:00,20:40:00,Beroperasi,Overburden,OPR_011,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.5138461538461538,0,0.2523076923076923,0.33948717948717944,14,1
ALAT_082,2025-07-04,Shift 1,06:00:00,09:16:00,Beroperasi,Overburden,OPR_079,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,17.0,0.72,Sedang,23.7,29.7,89.9,4.5,7.2,6,0.2523076923076923,0,0.5138461538461538,0.33948717948717944,6,1
ALAT_083,2025-07-05,Shift 1,06:00:00,09:19:00,Beroperasi,Overburden,OPR_030,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.5533333333333333,0,0.5533333333333333,1.3,6,0
ALAT_046,2025-07-05,Shift 1,06:00:00,13:08:00,Beroperasi,Overburden,OPR_001,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.7933333333333333,1,0.5533333333333333,1.3,6,0
ALAT_046,2025-07-05,Shift 1,06:00:00,13:08:00,Beroperasi,Overburden,OPR_001,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.7933333333333333,1,0.7933333333333333,1.3,6,0
ALAT_083,2025-07-05,Shift 1,06:00:00,09:19:00,Beroperasi,Overburden,OPR_030,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.5533333333333333,0,0.7933333333333333,1.3,6,0
ALAT_046,2025-07-05,Shift 1,06:00:00,13:08:00,Beroperasi,Overburden,OPR_001,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.7933333333333333,1,0.7933333333333333,1.3,6,0
ALAT_046,2025-07-05,Shift 1,06:00:00,13:08:00,Beroperasi,Overburden,OPR_001,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.7933333333333333,1,0.7933333333333333,1.3,6,0
ALAT_083,2025-07-05,Shift 1,06:00:00,09:19:00,Beroperasi,Overburden,OPR_030,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.5533333333333333,0,0.5533333333333333,1.3,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,1.3,1.3,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,1.3,1.3,6,0
ALAT_046,2025-07-05,Shift 1,06:00:00,13:08:00,Beroperasi,Overburden,OPR_001,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.7933333333333333,1,1.3,1.3,6,0
ALAT_046,2025-07-05,Shift 1,06:00:00,13:08:00,Beroperasi,Overburden,OPR_001,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.7933333333333333,1,0.7933333333333333,1.3,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,0.7933333333333333,1.3,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,1.3,1.3,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,1.3,1.3,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,1.3,1.3,6,0
ALAT_083,2025-07-05,Shift 1,06:00:00,09:19:00,Beroperasi,Overburden,OPR_030,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.5533333333333333,0,1.3,1.0511111111111113,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,1.3,1.0511111111111113,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,1.3,1.0511111111111113,6,0
ALAT_082,2025-07-05,Shift 1,06:00:00,11:12:00,Beroperasi,Overburden,OPR_072,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,1.3,1,1.3,1.0511111111111113,6,0
ALAT_083,2025-07-05,Shift 1,06:00:00,09:19:00,Beroperasi,Overburden,OPR_030,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,0.0,0.09,Cerah,24.0,29.4,72.2,1.4,3.0,0,0.5533333333333333,0,1.3,1.0511111111111113,6,0
ALAT_002,2025-07-06,Shift 2,14:00:00,20:38:00,Beroperasi,Overburden,OPR_082,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,0.83,1,0.83,1.0516666666666667,14,0
ALAT_083,2025-07-06,Shift 3,22:00:00,03:40:00,Beroperasi,Overburden,OPR_007,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,1.4175,1,1.4175,1.0516666666666667,22,0
ALAT_083,2025-07-06,Shift 2,14:00:00,18:09:00,Beroperasi,Overburden,OPR_033,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,0.32,0,0.32,1.0516666666666667,14,0
ALAT_083,2025-07-06,Shift 3,22:00:00,03:40:00,Beroperasi,Overburden,OPR_007,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,1.4175,1,1.4175,1.0516666666666667,22,0
ALAT_083,2025-07-06,Shift 2,14:00:00,18:09:00,Beroperasi,Overburden,OPR_033,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,0.32,0,1.4175,1.0516666666666667,14,0
ALAT_083,2025-07-06,Shift 3,22:00:00,03:40:00,Beroperasi,Overburden,OPR_007,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,1.4175,1,0.32,1.0516666666666667,22,0
ALAT_002,2025-07-06,Shift 2,14:00:00,20:38:00,Beroperasi,Overburden,OPR_082,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,0.83,1,1.4175,0.8558333333333334,14,0
ALAT_083,2025-07-06,Shift 2,14:00:00,18:09:00,Beroperasi,Overburden,OPR_033,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,0.32,0,0.83,0.8558333333333336,14,0
ALAT_083,2025-07-06,Shift 3,22:00:00,03:40:00,Beroperasi,Overburden,OPR_007,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,1.4175,1,0.32,0.8558333333333334,22,0
ALAT_002,2025-07-06,Shift 2,14:00:00,20:38:00,Beroperasi,Overburden,OPR_082,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,0.83,1,0.83,0.5074242424242427,14,0
ALAT_083,2025-07-06,Shift 2,14:00:00,18:09:00,Beroperasi,Overburden,OPR_033,PIT_B,Dump Truck,Komatsu HD785,120.5,Overburden Hauling,2.3,Sangat Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,0.32,0,0.32,0.5074242424242427,14,0
ALAT_002,2025-07-06,Shift 2,14:00:00,20:38:00,Beroperasi,Overburden,OPR_082,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,7.7,0.42,Ringan,23.6,30.8,79.2,2.3,3.4,0,0.83,1,0.32,0.5074242424242427,14,0
ALAT_046,2025-07-07,Shift 3,22:00:00,01:09:00,Beroperasi,Overburden,OPR_096,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.315,0,0.315,0.5074242424242427,22,0
ALAT_082,2025-07-07,Shift 1,06:00:00,12:38:00,Beroperasi,Overburden,OPR_033,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.6036363636363636,0,0.315,0.5074242424242427,6,0
ALAT_082,2025-07-07,Shift 1,06:00:00,12:38:00,Beroperasi,Overburden,OPR_033,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.6036363636363636,0,0.6036363636363636,0.5074242424242427,6,0
ALAT_046,2025-07-07,Shift 3,22:00:00,01:09:00,Beroperasi,Overburden,OPR_096,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.315,0,0.6036363636363636,0.5074242424242427,22,0
ALAT_082,2025-07-07,Shift 1,06:00:00,12:38:00,Beroperasi,Overburden,OPR_033,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.6036363636363636,0,0.315,0.5074242424242427,6,0
ALAT_046,2025-07-07,Shift 3,22:00:00,01:09:00,Beroperasi,Overburden,OPR_096,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.315,0,0.6036363636363636,0.4112121212121214,22,0
ALAT_046,2025-07-07,Shift 3,22:00:00,01:09:00,Beroperasi,Overburden,OPR_096,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.315,0,0.315,0.4112121212121214,22,0
ALAT_082,2025-07-07,Shift 1,06:00:00,12:38:00,Beroperasi,Overburden,OPR_033,PIT_B,Dump Truck,CAT 785C,107.8,Overburden Hauling,8.0,Rusak Ringan,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.6036363636363636,0,0.315,0.4112121212121214,6,0
ALAT_046,2025-07-07,Shift 3,22:00:00,01:09:00,Beroperasi,Overburden,OPR_096,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.315,0,0.6036363636363636,0.4112121212121214,22,0
ALAT_046,2025-07-07,Shift 3,22:00:00,01:09:00,Beroperasi,Overburden,OPR_096,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.315,0,0.315,0.4112121212121214,22,0
ALAT_046,2025-07-07,Shift 3,22:00:00,01:09:00,Beroperasi,Overburden,OPR_096,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.04,Cerah,24.6,29.0,71.5,2.1,3.4,0,0.315,0,0.315,0.315,22,0
ALAT_046,2025-07-08,Shift 3,22:00:00,04:12:00,Beroperasi,Overburden,OPR_058,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,1.0333333333333334,1,1.0333333333333334,0.5050000000000002,22,0
ALAT_063,2025-07-08,Shift 3,22:00:00,02:48:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,Volvo A40G,129.8,Overburden Hauling,1.2,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.2823529411764706,0,1.0333333333333334,0.5050000000000002,22,0
ALAT_063,2025-07-08,Shift 3,22:00:00,02:48:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,Volvo A40G,129.8,Overburden Hauling,1.2,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.2823529411764706,0,0.2823529411764706,0.5050000000000002,22,0
ALAT_046,2025-07-08,Shift 2,14:00:00,19:50:00,Beroperasi,Overburden,OPR_131,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.73,1,0.2823529411764706,0.5050000000000002,14,0
ALAT_072,2025-07-08,Shift 2,14:00:00,20:16:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.3925,0,0.3925,0.5050000000000002,14,0
ALAT_072,2025-07-08,Shift 2,14:00:00,20:16:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.3925,0,0.3925,0.5050000000000002,14,0
ALAT_063,2025-07-08,Shift 3,22:00:00,02:48:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,Volvo A40G,129.8,Overburden Hauling,1.2,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.2823529411764706,0,0.2823529411764706,0.5050000000000002,22,0
ALAT_046,2025-07-08,Shift 3,22:00:00,04:12:00,Beroperasi,Overburden,OPR_058,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,1.0333333333333334,1,1.0333333333333334,0.5050000000000002,22,0
ALAT_072,2025-07-08,Shift 2,14:00:00,20:16:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.3925,0,0.3925,0.5050000000000002,14,0
ALAT_072,2025-07-08,Shift 2,14:00:00,20:16:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.3925,0,0.3925,0.5050000000000002,14,0
ALAT_046,2025-07-08,Shift 2,14:00:00,19:50:00,Beroperasi,Overburden,OPR_131,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.73,1,0.3925,0.5050000000000002,14,0
ALAT_046,2025-07-08,Shift 2,14:00:00,19:50:00,Beroperasi,Overburden,OPR_131,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.73,1,0.73,0.5930519480519483,14,0
ALAT_063,2025-07-08,Shift 3,22:00:00,02:48:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,Volvo A40G,129.8,Overburden Hauling,1.2,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.2823529411764706,0,0.2823529411764706,0.5930519480519483,22,0
ALAT_063,2025-07-08,Shift 3,22:00:00,02:48:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,Volvo A40G,129.8,Overburden Hauling,1.2,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.2823529411764706,0,0.2823529411764706,0.5930519480519483,22,0
ALAT_046,2025-07-08,Shift 2,14:00:00,19:50:00,Beroperasi,Overburden,OPR_131,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.73,1,0.73,0.5930519480519483,14,0
ALAT_046,2025-07-08,Shift 3,22:00:00,04:12:00,Beroperasi,Overburden,OPR_058,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,1.0333333333333334,1,0.73,0.5930519480519483,22,0
ALAT_046,2025-07-08,Shift 3,22:00:00,04:12:00,Beroperasi,Overburden,OPR_058,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,1.0333333333333334,1,1.0333333333333334,0.5930519480519483,22,0
ALAT_046,2025-07-08,Shift 2,14:00:00,19:50:00,Beroperasi,Overburden,OPR_131,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.73,1,1.0333333333333334,0.5930519480519483,14,0
ALAT_072,2025-07-08,Shift 2,14:00:00,20:16:00,Beroperasi,Overburden,OPR_099,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.3925,0,0.3925,0.5930519480519483,14,0
ALAT_046,2025-07-08,Shift 2,14:00:00,19:50:00,Beroperasi,Overburden,OPR_131,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.0,0.12,Cerah,23.7,29.9,63.6,1.2,2.4,0,0.73,1,0.3925,0.5930519480519483,14,0
ALAT_002,2025-07-09,Shift 1,06:00:00,10:50:00,Beroperasi,Overburden,OPR_054,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0.605,0,0.605,0.5930519480519483,6,1
ALAT_072,2025-07-09,Shift 3,22:00:00,03:32:00,Beroperasi,Overburden,OPR_090,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0.7914285714285715,1,0.7914285714285715,0.5930519480519483,22,1
ALAT_072,2025-07-09,Shift 3,22:00:00,03:32:00,Beroperasi,Overburden,OPR_090,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0.7914285714285715,1,0.7914285714285715,0.5930519480519483,22,1
ALAT_002,2025-07-09,Shift 1,06:00:00,10:50:00,Beroperasi,Overburden,OPR_054,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0.605,0,0.605,0.5930519480519483,6,1
ALAT_072,2025-07-09,Shift 3,22:00:00,03:32:00,Beroperasi,Overburden,OPR_090,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0.7914285714285715,1,0.605,0.5930519480519483,22,1
ALAT_072,2025-07-09,Shift 3,22:00:00,03:32:00,Beroperasi,Overburden,OPR_090,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0.7914285714285715,1,0.7914285714285715,0.5930519480519483,22,1
ALAT_002,2025-07-09,Shift 1,06:00:00,10:50:00,Beroperasi,Overburden,OPR_054,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0.605,0,0.7914285714285715,0.5930519480519483,6,1
ALAT_046,2025-07-10,Shift 3,22:00:00,02:12:00,Beroperasi,Overburden,OPR_082,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0.3827272727272727,0,0.605,0.5930519480519483,22,0
ALAT_046,2025-07-10,Shift 2,14:00:00,19:51:00,Beroperasi,Overburden,OPR_124,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0.8371428571428572,1,0.8371428571428572,0.6856709956709959,14,0
ALAT_046,2025-07-10,Shift 2,14:00:00,19:51:00,Beroperasi,Overburden,OPR_124,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0.8371428571428572,1,0.8371428571428572,0.6856709956709959,14,0
