id_record,id_alat,tanggal_operasi,shift,jam_mulai,jam_selesai,status_operasi,durasi_jam,material_dipindah,total_muatan_ton,jumlah_ritase,id_operator,lokasi_kode,tipe_alat,model_alat,kapasitas_default_ton,departemen,umur_tahun,kondisi,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,petir_count,cycle_time_avg_jam,ritase_per_jam,ton_per_jam,label_risk_delay
OPRREC_0006811,ALAT_028,2025-10-28,Shift 1,06:00:00,08:49:00,Standby,2.83,Overburden,0.0,0,OPR_028,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,57.6,0.88,Lebat,23.1,28.3,95.2,4.1,8.3,0,,0.0,0.0,0
OPRREC_0006868,ALAT_028,2025-10-29,Shift 3,22:00:00,03:36:00,Beroperasi,5.61,Overburden,1410.8,17,OPR_111,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,10.1,0.65,Sedang,23.2,27.2,85.2,2.7,5.3,0,0.33,3.0303030303030303,251.4795008912656,0
OPRREC_0006869,ALAT_028,2025-10-29,Shift 2,14:00:00,20:26:00,Beroperasi,6.44,Overburden,1012.8,11,OPR_089,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,10.1,0.65,Sedang,23.2,27.2,85.2,2.7,5.3,0,0.5854545454545454,1.7080745341614907,157.2670807453416,0
OPRREC_0006880,ALAT_028,2025-10-30,Shift 3,22:00:00,02:18:00,Beroperasi,4.3,Overburden,1322.6,13,OPR_138,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,17.1,0.85,Sedang,24.9,32.4,85.9,3.7,6.4,0,0.33076923076923076,3.0232558139534884,307.5813953488372,0
OPRREC_0000125,ALAT_008,2025-07-03,Shift 3,22:00:00,05:54:00,Beroperasi,7.9,Overburden,1506.4,18,OPR_045,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,2.7,0.37,Ringan,23.3,27.5,75.2,3.2,4.4,0,0.4388888888888889,2.2784810126582276,190.68354430379748,0
OPRREC_0000192,ALAT_008,2025-07-04,Shift 2,14:00:00,18:40:00,Beroperasi,4.67,Overburden,972.9,11,OPR_003,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,15.1,0.61,Sedang,24.0,29.1,91.5,2.9,5.1,0,0.42454545454545456,2.355460385438972,208.32976445396145,0
OPRREC_0000193,ALAT_008,2025-07-04,Shift 1,06:00:00,09:21:00,Beroperasi,3.36,Overburden,1355.0,12,OPR_101,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,15.1,0.61,Sedang,24.0,29.1,91.5,2.9,5.1,0,0.27999999999999997,3.5714285714285716,403.2738095238095,0
OPRREC_0000293,ALAT_008,2025-07-06,Shift 1,06:00:00,09:21:00,Maintenance,3.36,Overburden,0.0,0,OPR_109,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,7.9,0.53,Ringan,24.3,28.5,78.7,1.7,3.2,0,,0.0,0.0,0
OPRREC_0000375,ALAT_008,2025-07-07,Shift 3,22:00:00,02:18:00,Beroperasi,4.3,Overburden,1019.7,10,OPR_062,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.16,Cerah,26.4,33.0,75.0,0.7,2.4,0,0.43,2.3255813953488373,237.13953488372096,0
OPRREC_0000424,ALAT_008,2025-07-08,Shift 3,22:00:00,05:18:00,Beroperasi,7.31,Overburden,949.1,11,OPR_122,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.11,Cerah,24.0,29.5,67.1,2.7,3.8,0,0.6645454545454546,1.5047879616963065,129.8358413132695,0
OPRREC_0000425,ALAT_008,2025-07-08,Shift 1,06:00:00,06:36:00,Maintenance,0.6,Overburden,0.0,0,OPR_088,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.11,Cerah,24.0,29.5,67.1,2.7,3.8,0,,0.0,0.0,0
OPRREC_0000556,ALAT_008,2025-07-10,Shift 1,06:00:00,10:01:00,Beroperasi,4.03,Overburden,1154.8,12,OPR_003,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0.3358333333333334,2.9776674937965257,286.55086848635233,0
OPRREC_0000685,ALAT_008,2025-07-12,Shift 1,06:00:00,09:58:00,Beroperasi,3.97,Overburden,1486.1,15,OPR_019,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.2,0.35,Ringan,23.8,29.3,79.2,2.8,4.8,0,0.26466666666666666,3.778337531486146,374.33249370277076,0
OPRREC_0000748,ALAT_008,2025-07-14,Shift 1,06:00:00,13:57:00,Beroperasi,7.96,Overburden,1590.3,14,OPR_135,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.2,0.44,Ringan,24.6,30.7,83.9,2.4,5.0,0,0.5685714285714286,1.7587939698492463,199.78643216080403,0
OPRREC_0000749,ALAT_008,2025-07-14,Shift 3,22:00:00,04:21:00,Beroperasi,6.35,Overburden,1556.3,15,OPR_097,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.2,0.44,Ringan,24.6,30.7,83.9,2.4,5.0,0,0.4233333333333333,2.362204724409449,245.08661417322836,0
OPRREC_0000852,ALAT_008,2025-07-15,Shift 2,14:00:00,17:29:00,Breakdown,3.49,Overburden,0.0,0,OPR_134,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.2,0.51,Ringan,24.4,28.7,82.0,1.4,3.3,0,,0.0,0.0,0
OPRREC_0000853,ALAT_008,2025-07-15,Shift 3,22:00:00,22:31:00,Maintenance,0.52,Overburden,0.0,0,OPR_130,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.2,0.51,Ringan,24.4,28.7,82.0,1.4,3.3,0,,0.0,0.0,0
OPRREC_0000905,ALAT_008,2025-07-16,Shift 1,06:00:00,12:40:00,Beroperasi,6.68,Overburden,402.0,4,OPR_017,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.9,0.54,Ringan,25.9,30.1,80.6,2.4,3.6,3,1.67,0.5988023952095809,60.17964071856288,1
OPRREC_0001033,ALAT_008,2025-07-19,Shift 1,06:00:00,11:35:00,Beroperasi,5.59,Overburden,823.0,9,OPR_122,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.14,Cerah,23.7,31.1,73.0,2.3,4.4,0,0.6211111111111111,1.6100178890876566,147.22719141323793,0
OPRREC_0001034,ALAT_008,2025-07-19,Shift 3,22:00:00,03:08:00,Beroperasi,5.14,Overburden,1173.4,11,OPR_060,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.14,Cerah,23.7,31.1,73.0,2.3,4.4,0,0.46727272727272723,2.140077821011673,228.2879377431907,0
OPRREC_0001115,ALAT_008,2025-07-20,Shift 1,06:00:00,08:37:00,Standby,2.62,Overburden,0.0,0,OPR_120,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.2,0.49,Ringan,24.7,31.7,75.4,2.3,5.0,0,,0.0,0.0,0
OPRREC_0001459,ALAT_008,2025-07-26,Shift 1,06:00:00,08:01:00,Standby,2.02,Overburden,0.0,0,OPR_003,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.3,0.47,Ringan,23.6,30.8,84.5,1.1,3.1,0,,0.0,0.0,0
OPRREC_0001460,ALAT_008,2025-07-26,Shift 2,14:00:00,14:43:00,Maintenance,0.73,Overburden,0.0,0,OPR_020,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.3,0.47,Ringan,23.6,30.8,84.5,1.1,3.1,0,,0.0,0.0,0
OPRREC_0001603,ALAT_008,2025-07-29,Shift 2,14:00:00,17:49:00,Beroperasi,3.82,Overburden,1459.8,13,OPR_142,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.3,0.54,Ringan,25.2,31.0,77.2,2.7,3.9,0,0.2938461538461538,3.4031413612565444,382.14659685863876,0
OPRREC_0001717,ALAT_008,2025-07-31,Shift 1,06:00:00,09:13:00,Beroperasi,3.23,Overburden,777.2,7,OPR_072,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,2.0,0.56,Ringan,23.2,27.4,76.6,2.4,3.8,0,0.4614285714285714,2.1671826625387,240.61919504643964,0
OPRREC_0001718,ALAT_008,2025-07-31,Shift 3,22:00:00,03:46:00,Beroperasi,5.77,Overburden,1792.5,16,OPR_067,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,2.0,0.56,Ringan,23.2,27.4,76.6,2.4,3.8,0,0.360625,2.7729636048526864,310.65857885615253,0
OPRREC_0001919,ALAT_008,2025-08-04,Shift 2,14:00:00,21:15:00,Beroperasi,7.25,Overburden,1704.2,15,OPR_020,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.14,Cerah,26.2,32.6,66.5,0.9,2.2,0,0.48333333333333334,2.0689655172413794,235.06206896551726,0
OPRREC_0002217,ALAT_008,2025-08-09,Shift 2,14:00:00,21:22:00,Beroperasi,7.37,Overburden,1287.8,15,OPR_147,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.3,0.4,Ringan,24.1,29.5,84.8,2.5,4.2,0,0.49133333333333334,2.03527815468114,174.73541383989144,0
OPRREC_0002300,ALAT_008,2025-08-10,Shift 1,06:00:00,12:37:00,Beroperasi,6.62,Overburden,602.0,6,OPR_068,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,6.4,0.53,Ringan,23.2,28.2,78.2,3.0,5.3,0,1.1033333333333333,0.9063444108761329,90.93655589123867,1
OPRREC_0002301,ALAT_008,2025-08-10,Shift 2,14:00:00,18:38:00,Beroperasi,4.64,Overburden,1022.5,12,OPR_125,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,6.4,0.53,Ringan,23.2,28.2,78.2,3.0,5.3,0,0.38666666666666666,2.586206896551724,220.36637931034485,0
OPRREC_0002500,ALAT_008,2025-08-14,Shift 2,14:00:00,21:33:00,Beroperasi,7.56,Overburden,1566.1,16,OPR_018,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,10.3,0.82,Sedang,25.2,29.5,85.8,1.6,3.2,0,0.4725,2.1164021164021167,207.15608465608466,0
OPRREC_0002562,ALAT_008,2025-08-15,Shift 1,06:00:00,10:09:00,Beroperasi,4.15,Overburden,671.0,7,OPR_123,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,25.2,0.62,Sedang,23.1,27.8,88.4,2.5,4.7,0,0.5928571428571429,1.686746987951807,161.6867469879518,0
OPRREC_0002563,ALAT_008,2025-08-15,Shift 2,14:00:00,21:12:00,Beroperasi,7.21,Overburden,689.0,8,OPR_059,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,25.2,0.62,Sedang,23.1,27.8,88.4,2.5,4.7,0,0.90125,1.1095700416088765,95.5617198335645,1
OPRREC_0002601,ALAT_008,2025-08-16,Shift 1,06:00:00,10:09:00,Beroperasi,4.15,Overburden,1482.7,17,OPR_100,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.9,0.48,Ringan,23.4,28.4,77.1,2.8,5.7,0,0.24411764705882355,4.096385542168674,357.2771084337349,0
OPRREC_0002602,ALAT_008,2025-08-16,Shift 2,14:00:00,21:27:00,Beroperasi,7.45,Overburden,1381.5,16,OPR_027,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.9,0.48,Ringan,23.4,28.4,77.1,2.8,5.7,0,0.465625,2.1476510067114094,185.43624161073825,0
OPRREC_0002774,ALAT_008,2025-08-19,Shift 3,22:00:00,23:10:00,Breakdown,1.18,Overburden,0.0,0,OPR_065,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.6,0.37,Ringan,23.2,29.6,76.4,2.3,4.3,0,,0.0,0.0,0
OPRREC_0002775,ALAT_008,2025-08-19,Shift 2,14:00:00,17:40:00,Beroperasi,3.68,Overburden,1353.9,15,OPR_072,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.6,0.37,Ringan,23.2,29.6,76.4,2.3,4.3,0,0.24533333333333335,4.076086956521739,367.9076086956522,0
OPRREC_0002873,ALAT_008,2025-08-21,Shift 1,06:00:00,07:48:00,Standby,1.81,Overburden,0.0,0,OPR_082,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,13.4,0.77,Sedang,24.2,30.1,88.8,3.9,5.8,0,,0.0,0.0,0
OPRREC_0002874,ALAT_008,2025-08-21,Shift 2,14:00:00,22:00:00,Beroperasi,8.0,Overburden,1132.6,12,OPR_125,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,13.4,0.77,Sedang,24.2,30.1,88.8,3.9,5.8,0,0.6666666666666666,1.5,141.575,0
OPRREC_0002998,ALAT_008,2025-08-23,Shift 1,06:00:00,10:55:00,Beroperasi,4.93,Overburden,1047.0,12,OPR_130,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.3,0.45,Ringan,25.5,31.0,80.9,2.9,4.0,0,0.41083333333333333,2.4340770791075053,212.37322515212983,0
OPRREC_0003046,ALAT_008,2025-08-24,Shift 1,06:00:00,11:22:00,Beroperasi,5.38,Overburden,713.9,8,OPR_088,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.5,0.47,Ringan,26.0,31.5,84.1,2.9,4.9,0,0.6725,1.4869888475836432,132.69516728624535,0
OPRREC_0003047,ALAT_008,2025-08-24,Shift 3,22:00:00,05:49:00,Beroperasi,7.82,Overburden,1099.2,10,OPR_111,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.5,0.47,Ringan,26.0,31.5,84.1,2.9,4.9,0,0.782,1.278772378516624,140.56265984654732,1
OPRREC_0003174,ALAT_008,2025-08-26,Shift 1,06:00:00,10:24:00,Beroperasi,4.41,Overburden,1482.4,14,OPR_031,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,2.8,0.31,Ringan,24.9,32.3,75.2,1.9,4.0,0,0.315,3.1746031746031744,336.1451247165533,0
OPRREC_0003231,ALAT_008,2025-08-27,Shift 2,14:00:00,15:17:00,Breakdown,1.29,Overburden,0.0,0,OPR_109,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.12,Cerah,25.3,31.7,66.4,2.5,4.1,0,,0.0,0.0,0
OPRREC_0003277,ALAT_008,2025-08-28,Shift 1,06:00:00,10:06:00,Beroperasi,4.1,Overburden,1839.5,17,OPR_085,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.03,Cerah,26.5,31.7,72.1,1.1,2.9,0,0.24117647058823527,4.146341463414634,448.6585365853659,0
OPRREC_0003564,ALAT_008,2025-09-02,Shift 3,22:00:00,01:42:00,Beroperasi,3.7,Overburden,656.7,6,OPR_069,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,7.6,0.43,Ringan,23.4,29.0,81.9,3.4,4.4,0,0.6166666666666667,1.6216216216216215,177.48648648648648,0
OPRREC_0003565,ALAT_008,2025-09-02,Shift 1,06:00:00,12:34:00,Beroperasi,6.58,Overburden,1202.8,14,OPR_079,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,7.6,0.43,Ringan,23.4,29.0,81.9,3.4,4.4,0,0.47000000000000003,2.127659574468085,182.7963525835866,0
OPRREC_0003997,ALAT_008,2025-09-09,Shift 2,14:00:00,20:58:00,Beroperasi,6.97,Overburden,937.1,9,OPR_124,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.0,0.57,Ringan,25.0,30.4,81.3,2.4,4.5,0,0.7744444444444444,1.291248206599713,134.44763271162125,1
OPRREC_0003998,ALAT_008,2025-09-09,Shift 1,06:00:00,07:57:00,Maintenance,1.96,Overburden,0.0,0,OPR_028,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.0,0.57,Ringan,25.0,30.4,81.3,2.4,4.5,0,,0.0,0.0,0
OPRREC_0004018,ALAT_008,2025-09-10,Shift 3,22:00:00,23:49:00,Standby,1.82,Overburden,0.0,0,OPR_093,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.0,Cerah,24.1,31.1,62.2,2.4,4.2,0,,0.0,0.0,0
OPRREC_0004410,ALAT_008,2025-09-16,Shift 1,06:00:00,10:51:00,Beroperasi,4.86,Overburden,1677.0,17,OPR_135,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,2.1,0.35,Ringan,23.0,29.7,84.8,3.0,6.0,0,0.2858823529411765,3.4979423868312756,345.0617283950617,0
OPRREC_0004475,ALAT_008,2025-09-18,Shift 1,06:00:00,09:15:00,Beroperasi,3.26,Overburden,1061.6,11,OPR_101,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.6,0.4,Ringan,23.5,30.5,83.3,2.9,6.4,0,0.29636363636363633,3.374233128834356,325.6441717791411,0
OPRREC_0004476,ALAT_008,2025-09-18,Shift 2,14:00:00,18:24:00,Beroperasi,4.41,Overburden,415.5,4,OPR_023,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.6,0.4,Ringan,23.5,30.5,83.3,2.9,6.4,0,1.1025,0.9070294784580498,94.21768707482993,1
OPRREC_0004537,ALAT_008,2025-09-19,Shift 1,06:00:00,12:53:00,Beroperasi,6.89,Overburden,1873.9,18,OPR_029,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.5,0.55,Ringan,23.6,29.0,76.4,1.0,3.9,0,0.3827777777777778,2.6124818577648767,271.9738751814224,0
OPRREC_0004603,ALAT_008,2025-09-20,Shift 3,22:00:00,01:15:00,Beroperasi,3.25,Overburden,1304.7,12,OPR_147,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.05,Cerah,24.3,31.8,67.1,2.0,3.1,0,0.2708333333333333,3.6923076923076925,401.44615384615383,0
OPRREC_0004942,ALAT_008,2025-09-26,Shift 2,14:00:00,20:51:00,Beroperasi,6.85,Overburden,1496.1,16,OPR_141,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.2,0.56,Ringan,24.9,30.1,80.6,3.2,6.1,0,0.428125,2.3357664233576645,218.4087591240876,0
OPRREC_0005289,ALAT_008,2025-10-02,Shift 2,14:00:00,20:56:00,Beroperasi,6.94,Overburden,1123.3,13,OPR_122,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.8,0.52,Ringan,23.4,30.3,79.8,1.4,3.7,0,0.5338461538461539,1.8731988472622478,161.8587896253602,0
OPRREC_0005603,ALAT_008,2025-10-07,Shift 1,06:00:00,09:17:00,Beroperasi,3.29,Overburden,668.5,8,OPR_094,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,4.8,0.32,Ringan,23.7,30.7,80.4,2.8,5.7,0,0.41125,2.43161094224924,203.19148936170214,0
OPRREC_0005604,ALAT_008,2025-10-07,Shift 2,14:00:00,14:33:00,Standby,0.55,Overburden,0.0,0,OPR_067,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,4.8,0.32,Ringan,23.7,30.7,80.4,2.8,5.7,0,,0.0,0.0,0
OPRREC_0005631,ALAT_008,2025-10-08,Shift 3,22:00:00,00:54:00,Maintenance,2.91,Overburden,0.0,0,OPR_006,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.0,0.3,Ringan,23.6,28.2,77.3,2.1,4.1,0,,0.0,0.0,0
OPRREC_0005632,ALAT_008,2025-10-08,Shift 1,06:00:00,09:27:00,Beroperasi,3.46,Overburden,1282.9,12,OPR_048,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.0,0.3,Ringan,23.6,28.2,77.3,2.1,4.1,0,0.28833333333333333,3.468208092485549,370.78034682080926,0
OPRREC_0005695,ALAT_008,2025-10-09,Shift 3,22:00:00,01:30:00,Beroperasi,3.51,Overburden,550.1,6,OPR_096,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,51.7,0.97,Lebat,24.5,29.5,92.7,2.5,6.9,15,0.585,1.7094017094017095,156.72364672364674,0
OPRREC_0005696,ALAT_008,2025-10-09,Shift 2,14:00:00,21:04:00,Beroperasi,7.07,Overburden,946.7,9,OPR_062,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,51.7,0.97,Lebat,24.5,29.5,92.7,2.5,6.9,15,0.7855555555555556,1.272984441301273,133.9038189533239,1
OPRREC_0005786,ALAT_008,2025-10-11,Shift 3,22:00:00,05:55:00,Beroperasi,7.93,Overburden,788.0,7,OPR_139,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.2,Cerah,24.4,31.2,70.0,1.9,4.4,2,1.1328571428571428,0.8827238335435057,99.36948297604036,1
OPRREC_0005787,ALAT_008,2025-10-11,Shift 1,06:00:00,10:34:00,Beroperasi,4.57,Overburden,870.1,8,OPR_128,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.0,0.2,Cerah,24.4,31.2,70.0,1.9,4.4,2,0.57125,1.75054704595186,190.39387308533915,0
OPRREC_0005907,ALAT_008,2025-10-13,Shift 3,22:00:00,03:13:00,Beroperasi,5.22,Overburden,640.9,7,OPR_085,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.5,0.3,Ringan,23.1,30.0,80.2,2.9,5.0,0,0.7457142857142857,1.3409961685823755,122.77777777777779,1
OPRREC_0005908,ALAT_008,2025-10-13,Shift 2,14:00:00,18:34:00,Beroperasi,4.57,Overburden,792.2,8,OPR_124,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.5,0.3,Ringan,23.1,30.0,80.2,2.9,5.0,0,0.57125,1.75054704595186,173.34792122538292,0
OPRREC_0005992,ALAT_008,2025-10-14,Shift 3,22:00:00,02:47:00,Beroperasi,4.79,Overburden,1747.1,16,OPR_148,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,47.8,0.9,Lebat,23.1,28.2,94.0,4.1,8.7,0,0.299375,3.3402922755741127,364.7390396659708,0
OPRREC_0005993,ALAT_008,2025-10-14,Shift 1,06:00:00,09:47:00,Beroperasi,3.79,Overburden,461.9,5,OPR_069,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,47.8,0.9,Lebat,23.1,28.2,94.0,4.1,8.7,0,0.758,1.3192612137203166,121.87335092348285,1
OPRREC_0006144,ALAT_008,2025-10-17,Shift 3,22:00:00,04:52:00,Beroperasi,6.88,Overburden,928.4,9,OPR_138,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,4.9,0.5,Ringan,23.6,30.0,79.5,3.0,6.5,0,0.7644444444444445,1.308139534883721,134.94186046511626,1
OPRREC_0006302,ALAT_008,2025-10-20,Shift 1,06:00:00,11:19:00,Beroperasi,5.33,Overburden,1245.7,11,OPR_145,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,3.2,0.33,Ringan,24.8,30.9,82.5,1.6,4.2,0,0.48454545454545456,2.0637898686679175,233.71482176360226,0
OPRREC_0006407,ALAT_008,2025-10-21,Shift 2,14:00:00,16:19:00,Maintenance,2.32,Overburden,0.0,0,OPR_069,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,12.7,0.64,Sedang,23.0,28.3,85.4,3.4,5.7,0,,0.0,0.0,0
OPRREC_0006654,ALAT_008,2025-10-26,Shift 2,14:00:00,18:09:00,Beroperasi,4.16,Overburden,1007.0,12,OPR_022,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,15.2,0.79,Sedang,24.3,29.9,86.2,2.3,6.2,0,0.3466666666666667,2.8846153846153846,242.06730769230768,0
OPRREC_0006655,ALAT_008,2025-10-26,Shift 3,22:00:00,05:15:00,Beroperasi,7.26,Overburden,1493.5,16,OPR_145,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,15.2,0.79,Sedang,24.3,29.9,86.2,2.3,6.2,0,0.45375,2.203856749311295,205.71625344352617,0
OPRREC_0006796,ALAT_008,2025-10-28,Shift 3,22:00:00,05:06:00,Beroperasi,7.11,Overburden,1391.0,15,OPR_004,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,57.6,0.88,Lebat,23.1,28.3,95.2,4.1,8.3,0,0.47400000000000003,2.109704641350211,195.63994374120955,0
OPRREC_0006797,ALAT_008,2025-10-28,Shift 1,06:00:00,09:16:00,Beroperasi,3.28,Overburden,1475.2,13,OPR_059,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,57.6,0.88,Lebat,23.1,28.3,95.2,4.1,8.3,0,0.2523076923076923,3.963414634146342,449.75609756097566,0
OPRREC_0006834,ALAT_008,2025-10-29,Shift 2,14:00:00,17:55:00,Beroperasi,3.92,Overburden,1061.9,11,OPR_034,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,10.1,0.65,Sedang,23.2,27.2,85.2,2.7,5.3,0,0.3563636363636364,2.806122448979592,270.89285714285717,0
OPRREC_0006835,ALAT_008,2025-10-29,Shift 1,06:00:00,10:57:00,Beroperasi,4.95,Overburden,623.3,7,OPR_052,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,10.1,0.65,Sedang,23.2,27.2,85.2,2.7,5.3,0,0.7071428571428572,1.4141414141414141,125.9191919191919,0
OPRREC_0006933,ALAT_008,2025-10-31,Shift 3,22:00:00,04:46:00,Beroperasi,6.78,Overburden,1679.0,17,OPR_123,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,3.2,0.5,Ringan,23.9,29.3,76.1,1.5,2.6,0,0.39882352941176474,2.5073746312684366,247.64011799410028,0
OPRREC_0006934,ALAT_008,2025-10-31,Shift 1,06:00:00,09:00:00,Maintenance,3.01,Overburden,0.0,0,OPR_078,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,3.2,0.5,Ringan,23.9,29.3,76.1,1.5,2.6,0,,0.0,0.0,0
