id_record_jalan,timestamp_utc,lokasi_kode,id_segmen_jalan,sumber_data,status_jalan,alasan_status,panjang_segmen_km,tipe_permukaan,kemiringan_pct,tikungan_kelas,kedalaman_air_cm,indeks_friksi,batas_kecepatan_km_jam,kecepatan_aktual_km_jam,waktu_tempuh_menit,ritase_terobservasi,Speed drop,Risk Indicator
JREC_0006109,2025-08-03T09:00:00Z,PIT_B,SEG_PIT_B_01,Operator App,BAIK,Normal,1.74,Laterite,9.6,B,1.8,0.53,25,12.5,8.4,1,50.0,Hijau
JREC_0006107,2025-08-03T09:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,31.6,2.4,0,29.77777778,Hijau
JREC_0006110,2025-08-03T09:00:00Z,PIT_B,SEG_PIT_B_02,IoT Sensor,BAIK,Normal,0.99,Laterite,0.3,D,0.3,0.55,35,11.1,5.4,1,68.28571429,Hijau
JREC_0006111,2025-08-03T09:00:00Z,PIT_B,SEG_PIT_B_03,Operator App,BAIK,Normal,2.42,Coal Road,6.7,A,1.0,0.49,25,13.5,10.8,0,46.0,Hijau
JREC_0006116,2025-08-03T09:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Manual Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.8,0.49,30,10.8,8.0,0,64.0,Hijau
JREC_0006108,2025-08-03T09:00:00Z,PIT_A,SEG_PIT_A_03,IoT Sensor,BAIK,Normal,1.16,Coal Road,3.8,A,1.4,0.49,30,16.2,4.3,0,46.0,Hijau
JREC_0006119,2025-08-03T09:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,2.7,0.47,30,7.5,22.8,1,75.0,Hijau
JREC_0006114,2025-08-03T09:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,1.5,0.73,50,29.2,2.1,0,41.6,Hijau
JREC_0006115,2025-08-03T09:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Manual Survey,BAIK,Normal,2.86,Asphalt,3.4,B,1.3,0.74,50,34.6,5.0,0,30.8,Hijau
JREC_0006120,2025-08-03T09:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,2.6,0.57,35,15.2,8.9,0,56.57142857,Hijau
JREC_0006106,2025-08-03T09:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,16.5,9.6,0,45.0,Hijau
JREC_0006134,2025-08-03T22:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,1,65.0,Hijau
JREC_0006121,2025-08-03T22:00:00Z,PIT_A,SEG_PIT_A_01,Manual Survey,BAIK,Normal,2.64,Coal Road,3.4,A,1.6,0.48,30,18.4,8.6,0,38.66666667,Hijau
JREC_0006135,2025-08-03T22:00:00Z,PORT,SEG_PORT_03,Manual Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.7,0.59,35,18.7,7.2,0,46.57142857,Hijau
JREC_0006129,2025-08-03T22:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0006127,2025-08-03T22:00:00Z,ROAD_01,SEG_ROAD_01_01,IoT Sensor,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,0,21.8,Hijau
JREC_0006126,2025-08-03T22:00:00Z,PIT_B,SEG_PIT_B_03,Drone Survey,BAIK,Normal,2.42,Coal Road,6.7,A,1.3,0.49,25,15.5,9.4,0,38.0,Hijau
JREC_0006133,2025-08-03T22:00:00Z,PORT,SEG_PORT_01,Operator App,BAIK,Normal,1.76,Asphalt,5.1,C,0.0,0.75,45,30.7,3.4,1,31.77777778,Hijau
JREC_0006137,2025-08-03T23:00:00Z,PIT_A,SEG_PIT_A_02,Operator App,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,3,21.77777778,Hijau
JREC_0006142,2025-08-03T23:00:00Z,ROAD_01,SEG_ROAD_01_01,Operator App,BAIK,Normal,1.96,Asphalt,4.5,B,0.3,0.75,50,39.1,3.0,1,21.8,Hijau
JREC_0006150,2025-08-03T23:00:00Z,PORT,SEG_PORT_03,Operator App,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,2,45.71428571,Hijau
JREC_0006146,2025-08-03T23:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Drone Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.9,0.49,30,13.2,6.5,0,56.0,Hijau
JREC_0006149,2025-08-03T23:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.1,0.5,30,10.5,16.3,1,65.0,Hijau
JREC_0006148,2025-08-03T23:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.0,0.75,45,30.7,3.4,0,31.77777778,Hijau
JREC_0006144,2025-08-03T23:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.1,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0006139,2025-08-03T23:00:00Z,PIT_B,SEG_PIT_B_01,Drone Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.6,0.54,25,14.7,7.1,0,41.2,Hijau
JREC_0006145,2025-08-03T23:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Manual Survey,BAIK,Normal,2.86,Asphalt,3.4,B,1.4,0.74,50,38.6,4.4,0,22.8,Hijau
JREC_0006138,2025-08-03T23:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,BAIK,Normal,1.16,Coal Road,3.8,A,0.7,0.49,30,18.6,3.7,2,38.0,Hijau
JREC_0006157,2025-08-04T00:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,3,21.8,Hijau
JREC_0006152,2025-08-04T00:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.1,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0006159,2025-08-04T00:00:00Z,ROAD_01,SEG_ROAD_01_03,IoT Sensor,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0006162,2025-08-04T00:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Operator App,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,25.3,6.7,2,27.71428571,Hijau
JREC_0006158,2025-08-04T00:00:00Z,ROAD_01,SEG_ROAD_01_02,Drone Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0006163,2025-08-04T00:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.2,0.75,45,30.7,3.4,3,31.77777778,Hijau
JREC_0006154,2025-08-04T00:00:00Z,PIT_B,SEG_PIT_B_01,Operator App,BAIK,Normal,1.74,Laterite,9.6,B,0.4,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0006165,2025-08-04T00:00:00Z,PORT,SEG_PORT_03,Manual Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,0,45.71428571,Hijau
JREC_0006179,2025-08-04T01:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,2,65.0,Hijau
JREC_0006174,2025-08-04T01:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0006178,2025-08-04T01:00:00Z,PORT,SEG_PORT_01,Operator App,BAIK,Normal,1.76,Asphalt,5.1,C,0.2,0.75,45,30.7,3.4,1,31.77777778,Hijau
JREC_0006180,2025-08-04T01:00:00Z,PORT,SEG_PORT_03,Operator App,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,1,45.71428571,Hijau
JREC_0006176,2025-08-04T01:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Drone Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.4,0.5,30,13.5,6.4,0,55.0,Hijau
JREC_0006175,2025-08-04T01:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Operator App,BAIK,Normal,2.86,Asphalt,3.4,B,0.9,0.74,50,38.6,4.4,4,22.8,Hijau
JREC_0006168,2025-08-04T01:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,TERBATAS,Perawatan/Insiden lokal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,1,37.0,Merah
JREC_0006177,2025-08-04T01:00:00Z,STOCKPILE,SEG_STOCKPILE_03,IoT Sensor,BAIK,Normal,2.83,Gravel,6.3,A,0.1,0.6,35,25.3,6.7,0,27.71428571,Hijau
JREC_0006166,2025-08-04T01:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,1.0,0.49,30,18.6,8.5,0,38.0,Hijau
JREC_0006182,2025-08-04T02:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0006186,2025-08-04T02:00:00Z,PIT_B,SEG_PIT_B_03,Operator App,BAIK,Normal,2.42,Coal Road,6.7,A,0.0,0.5,25,15.8,9.2,1,36.8,Hijau
JREC_0006195,2025-08-04T02:00:00Z,PORT,SEG_PORT_03,Operator App,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,2,45.71428571,Hijau
JREC_0006193,2025-08-04T02:00:00Z,PORT,SEG_PORT_01,Manual Survey,BAIK,Normal,1.76,Asphalt,5.1,C,0.0,0.75,45,30.7,3.4,0,31.77777778,Hijau
JREC_0006183,2025-08-04T02:00:00Z,PIT_A,SEG_PIT_A_03,Drone Survey,BAIK,Normal,1.16,Coal Road,3.8,A,1.1,0.49,30,18.6,3.7,0,38.0,Hijau
JREC_0006187,2025-08-04T02:00:00Z,ROAD_01,SEG_ROAD_01_01,Operator App,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,3,21.8,Hijau
JREC_0006188,2025-08-04T02:00:00Z,ROAD_01,SEG_ROAD_01_02,IoT Sensor,BAIK,Normal,2.1,Laterite,7.1,C,0.2,0.55,30,14.9,8.5,1,50.33333333,Hijau
JREC_0006194,2025-08-04T02:00:00Z,PORT,SEG_PORT_02,IoT Sensor,BAIK,Normal,2.85,Coal Road,3.9,D,0.4,0.5,30,10.5,16.3,1,65.0,Hijau
JREC_0006190,2025-08-04T02:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Drone Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,0,21.8,Hijau
JREC_0006181,2025-08-04T02:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,1.4,0.49,30,18.6,8.5,0,38.0,Hijau
JREC_0006189,2025-08-04T02:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,0,31.8,Hijau
JREC_0006207,2025-08-04T03:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Operator App,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,25.3,6.7,0,27.71428571,Hijau
JREC_0006209,2025-08-04T03:00:00Z,PORT,SEG_PORT_02,Drone Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,1,65.0,Hijau
JREC_0006199,2025-08-04T03:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,2,40.4,Hijau
JREC_0006196,2025-08-04T03:00:00Z,PIT_A,SEG_PIT_A_01,Manual Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.9,0.49,30,18.6,8.5,1,38.0,Hijau
JREC_0006205,2025-08-04T03:00:00Z,STOCKPILE,SEG_STOCKPILE_01,IoT Sensor,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,2,21.8,Hijau
JREC_0006206,2025-08-04T03:00:00Z,STOCKPILE,SEG_STOCKPILE_02,IoT Sensor,BAIK,Normal,1.44,Coal Road,4.4,C,0.1,0.5,30,13.5,6.4,0,55.0,Hijau
JREC_0006202,2025-08-04T03:00:00Z,ROAD_01,SEG_ROAD_01_01,Operator App,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,3,21.8,Hijau
JREC_0006203,2025-08-04T03:00:00Z,ROAD_01,SEG_ROAD_01_02,IoT Sensor,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0006210,2025-08-04T03:00:00Z,PORT,SEG_PORT_03,Drone Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.1,0.6,35,19.0,7.1,0,45.71428571,Hijau
JREC_0006225,2025-08-04T04:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,1,45.71428571,Hijau
JREC_0006224,2025-08-04T04:00:00Z,PORT,SEG_PORT_02,Drone Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.3,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0006212,2025-08-04T04:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0006217,2025-08-04T04:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,2,21.8,Hijau
JREC_0006221,2025-08-04T04:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Drone Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,0,55.0,Hijau
JREC_0006213,2025-08-04T04:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,BAIK,Normal,1.16,Coal Road,3.8,A,1.3,0.49,30,18.6,3.7,0,38.0,Hijau
JREC_0006211,2025-08-04T04:00:00Z,PIT_A,SEG_PIT_A_01,Manual Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,0,37.0,Hijau
JREC_0006216,2025-08-04T04:00:00Z,PIT_B,SEG_PIT_B_03,IoT Sensor,BAIK,Normal,2.42,Coal Road,6.7,A,0.0,0.5,25,15.8,9.2,0,36.8,Hijau
JREC_0006219,2025-08-04T04:00:00Z,ROAD_01,SEG_ROAD_01_03,Operator App,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,0,31.8,Hijau
JREC_0006236,2025-08-04T05:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Operator App,BAIK,Normal,1.44,Coal Road,4.4,C,0.8,0.49,30,13.2,6.5,1,56.0,Hijau
JREC_0006233,2025-08-04T05:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,2.2,0.53,30,14.4,8.8,0,52.0,Hijau
JREC_0006235,2025-08-04T05:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Manual Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,2,21.8,Hijau
JREC_0006226,2025-08-04T05:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.5,0.49,30,18.6,8.5,1,38.0,Hijau
JREC_0006229,2025-08-04T05:00:00Z,PIT_B,SEG_PIT_B_01,Drone Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0006240,2025-08-04T05:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,1,45.71428571,Hijau
JREC_0006232,2025-08-04T05:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,1,21.8,Hijau
JREC_0006238,2025-08-04T05:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.7,0.74,45,30.3,3.5,1,32.66666667,Hijau
JREC_0006254,2025-08-04T06:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,1,65.0,Hijau
JREC_0006248,2025-08-04T06:00:00Z,ROAD_01,SEG_ROAD_01_02,Drone Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,1,50.33333333,Hijau
JREC_0006247,2025-08-04T06:00:00Z,ROAD_01,SEG_ROAD_01_01,Drone Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,1,21.8,Hijau
JREC_0006250,2025-08-04T06:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Manual Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,2,21.8,Hijau
JREC_0006249,2025-08-04T06:00:00Z,ROAD_01,SEG_ROAD_01_03,IoT Sensor,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,1,31.8,Hijau
JREC_0006242,2025-08-04T06:00:00Z,PIT_A,SEG_PIT_A_02,Drone Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,3,21.77777778,Hijau
JREC_0006245,2025-08-04T06:00:00Z,PIT_B,SEG_PIT_B_02,Operator App,BAIK,Normal,0.99,Laterite,0.3,D,1.6,0.53,35,13.2,4.5,0,62.28571429,Hijau
JREC_0006253,2025-08-04T06:00:00Z,PORT,SEG_PORT_01,Operator App,BAIK,Normal,1.76,Asphalt,5.1,C,0.1,0.75,45,30.7,3.4,2,31.77777778,Hijau
JREC_0006244,2025-08-04T06:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0006251,2025-08-04T06:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Drone Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,1,55.0,Hijau
JREC_0006243,2025-08-04T06:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,3,37.0,Hijau
JREC_0006246,2025-08-04T06:00:00Z,PIT_B,SEG_PIT_B_03,Operator App,BAIK,Normal,2.42,Coal Road,6.7,A,1.0,0.49,25,15.5,9.4,0,38.0,Hijau
JREC_0006264,2025-08-04T07:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0006259,2025-08-04T07:00:00Z,PIT_B,SEG_PIT_B_01,IoT Sensor,BAIK,Normal,1.74,Laterite,9.6,B,0.3,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0006260,2025-08-04T07:00:00Z,PIT_B,SEG_PIT_B_02,IoT Sensor,BAIK,Normal,0.99,Laterite,0.3,D,0.5,0.55,35,13.9,4.3,0,60.28571429,Hijau
JREC_0006265,2025-08-04T07:00:00Z,STOCKPILE,SEG_STOCKPILE_01,IoT Sensor,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,2,21.8,Hijau
JREC_0006258,2025-08-04T07:00:00Z,PIT_A,SEG_PIT_A_03,IoT Sensor,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0006267,2025-08-04T07:00:00Z,STOCKPILE,SEG_STOCKPILE_03,IoT Sensor,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,25.3,6.7,0,27.71428571,Hijau
JREC_0006268,2025-08-04T07:00:00Z,PORT,SEG_PORT_01,Manual Survey,BAIK,Normal,1.76,Asphalt,5.1,C,0.1,0.75,45,30.7,3.4,2,31.77777778,Hijau
JREC_0006269,2025-08-04T07:00:00Z,PORT,SEG_PORT_02,IoT Sensor,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0006256,2025-08-04T07:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.1,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0006261,2025-08-04T07:00:00Z,PIT_B,SEG_PIT_B_03,IoT Sensor,BAIK,Normal,2.42,Coal Road,6.7,A,0.6,0.49,25,15.5,9.4,0,38.0,Hijau
JREC_0006275,2025-08-04T08:00:00Z,PIT_B,SEG_PIT_B_02,IoT Sensor,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,13.9,4.3,1,60.28571429,Hijau
JREC_0006278,2025-08-04T08:00:00Z,ROAD_01,SEG_ROAD_01_02,IoT Sensor,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,1,50.33333333,Hijau
JREC_0006280,2025-08-04T08:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Operator App,BAIK,Normal,2.86,Asphalt,3.4,B,0.9,0.74,50,38.6,4.4,0,22.8,Hijau
JREC_0006282,2025-08-04T08:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Drone Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.7,0.59,35,25.0,6.8,1,28.57142857,Hijau
JREC_0006279,2025-08-04T08:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.4,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0006272,2025-08-04T08:00:00Z,PIT_A,SEG_PIT_A_02,Operator App,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,2,21.77777778,Hijau
JREC_0006281,2025-08-04T08:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Manual Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.5,0.49,30,13.2,6.5,2,56.0,Hijau
JREC_0006276,2025-08-04T08:00:00Z,PIT_B,SEG_PIT_B_03,IoT Sensor,BAIK,Normal,2.42,Coal Road,6.7,A,1.0,0.49,25,15.5,9.4,0,38.0,Hijau
JREC_0006271,2025-08-04T08:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,TERBATAS,Perawatan/Insiden lokal,2.64,Coal Road,3.4,A,0.1,0.5,30,18.9,8.4,1,37.0,Merah
JREC_0006299,2025-08-04T09:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,1.1,0.49,30,10.2,16.8,0,66.0,Hijau
JREC_0006292,2025-08-04T09:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,1.0,0.74,50,38.6,3.0,1,22.8,Hijau
JREC_0006293,2025-08-04T09:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0006290,2025-08-04T09:00:00Z,PIT_B,SEG_PIT_B_02,Operator App,BAIK,Normal,0.99,Laterite,0.3,D,0.2,0.55,35,13.9,4.3,1,60.28571429,Hijau
JREC_0006286,2025-08-04T09:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.1,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0006291,2025-08-04T09:00:00Z,PIT_B,SEG_PIT_B_03,Operator App,BAIK,Normal,2.42,Coal Road,6.7,A,0.3,0.5,25,15.8,9.2,1,36.8,Hijau
JREC_0006287,2025-08-04T09:00:00Z,PIT_A,SEG_PIT_A_02,IoT Sensor,BAIK,Normal,1.27,Asphalt,5.4,B,0.1,0.75,45,35.2,2.2,2,21.77777778,Hijau
JREC_0006300,2025-08-04T09:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,0,45.71428571,Hijau
JREC_0006294,2025-08-04T09:00:00Z,ROAD_01,SEG_ROAD_01_03,Operator App,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0006302,2025-08-04T22:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0006309,2025-08-04T22:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,1,31.8,Hijau
JREC_0006308,2025-08-04T22:00:00Z,ROAD_01,SEG_ROAD_01_02,Manual Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0006313,2025-08-04T22:00:00Z,PORT,SEG_PORT_01,Operator App,BAIK,Normal,1.76,Asphalt,5.1,C,1.0,0.74,45,30.3,3.5,1,32.66666667,Hijau
JREC_0006312,2025-08-04T22:00:00Z,STOCKPILE,SEG_STOCKPILE_03,IoT Sensor,BAIK,Normal,2.83,Gravel,6.3,A,0.1,0.6,35,25.3,6.7,0,27.71428571,Hijau
JREC_0006310,2025-08-04T22:00:00Z,STOCKPILE,SEG_STOCKPILE_01,IoT Sensor,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,1,21.8,Hijau
JREC_0006307,2025-08-04T22:00:00Z,ROAD_01,SEG_ROAD_01_01,Drone Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.3,0.75,50,39.1,3.0,1,21.8,Hijau
JREC_0006317,2025-08-04T23:00:00Z,PIT_A,SEG_PIT_A_02,Operator App,BAIK,Normal,1.27,Asphalt,5.4,B,0.5,0.74,45,34.8,2.2,1,22.66666667,Hijau
JREC_0006329,2025-08-04T23:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0006325,2025-08-04T23:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Drone Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.3,0.75,50,39.1,4.4,2,21.8,Hijau
JREC_0006330,2025-08-04T23:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,0,45.71428571,Hijau
JREC_0006316,2025-08-04T23:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.9,0.49,30,18.6,8.5,0,38.0,Hijau
