id_record,id_alat,tanggal_operasi,shift,jam_mulai,jam_selesai,status_operasi,durasi_jam,material_dipindah,total_muatan_ton,jumlah_ritase,id_operator,lokasi_kode_final,tipe_alat,model_alat,kapasitas_default_ton,departemen,umur_tahun,kondisi,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,petir_count,label_breakdown_shift_ini,label_breakdown_next_24h
OPRREC_0000489,ALAT_025,2025-07-09,Shift 1,06:00:00,08:03:00,Standby,2.05,None,0.0,0,OPR_099,ROAD_01,Grader,CAT 140K,24.1,Infrastructure,9.7,Rusak Ringan,39.0,0.99,Lebat,23.8,30.0,90.7,4.0,8.2,11,0,0
OPRREC_0000490,ALAT_025,2025-07-09,Shift 3,22:00:00,23:55:00,Maintenance,1.92,None,0.0,0,OPR_065,ROAD_01,Grader,CAT 140K,24.1,Infrastructure,9.7,Rusak Ringan,39.0,0.99,Lebat,23.8,30.0,90.7,4.0,8.2,11,0,0
OPRREC_0000491,ALAT_032,2025-07-09,Shift 3,22:00:00,03:52:00,Beroperasi,5.87,Overburden,27.7,16,OPR_097,PIT_A,Excavator,CAT 320D,2.0,Overburden,9.1,Rusak Ringan,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000492,ALAT_032,2025-07-09,Shift 2,14:00:00,17:06:00,Beroperasi,3.1,Overburden,14.1,7,OPR_115,PIT_A,Excavator,CAT 320D,2.0,Overburden,9.1,Rusak Ringan,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000493,ALAT_048,2025-07-09,Shift 1,06:00:00,11:14:00,Beroperasi,5.24,Overburden,13.9,7,OPR_128,PIT_B,Excavator,Volvo EC210,2.0,Overburden,2.7,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0,0
OPRREC_0000494,ALAT_035,2025-07-09,Shift 3,22:00:00,05:49:00,Beroperasi,7.82,Coal,42.6,9,OPR_141,PIT_A,Excavator,Komatsu PC200,4.9,Coal Loading,9.8,Rusak Ringan,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000495,ALAT_072,2025-07-09,Shift 2,14:00:00,14:52:00,Maintenance,0.87,Overburden,0.0,0,OPR_007,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0,0
OPRREC_0000496,ALAT_072,2025-07-09,Shift 3,22:00:00,03:32:00,Beroperasi,5.54,Overburden,497.0,7,OPR_090,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0,0
OPRREC_0000497,ALAT_024,2025-07-09,Shift 3,22:00:00,02:42:00,Beroperasi,4.71,Overburden,266.1,11,OPR_099,PIT_B,Bulldozer,Komatsu D85ESS,29.7,Overburden,3.2,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0,0
OPRREC_0000498,ALAT_071,2025-07-09,Shift 3,22:00:00,04:06:00,Beroperasi,6.11,Overburden,240.3,10,OPR_056,PIT_A,Bulldozer,Liebherr PR736,29.1,Overburden,3.5,Sangat Baik,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000499,ALAT_011,2025-07-09,Shift 3,22:00:00,23:15:00,Standby,1.26,None,0.0,0,OPR_029,ROAD_01,Grader,CAT 140K,10.5,Road Maintenance,7.4,Baik,39.0,0.99,Lebat,23.8,30.0,90.7,4.0,8.2,11,0,0
OPRREC_0000500,ALAT_056,2025-07-09,Shift 1,06:00:00,09:45:00,Beroperasi,3.76,Overburden,395.3,15,OPR_044,PIT_A,Bulldozer,Shantui SD22,30.2,Overburden,5.4,Baik,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000501,ALAT_056,2025-07-09,Shift 3,22:00:00,23:57:00,Maintenance,1.95,Overburden,0.0,0,OPR_093,PIT_A,Bulldozer,Shantui SD22,30.2,Overburden,5.4,Baik,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000502,ALAT_026,2025-07-09,Shift 1,06:00:00,13:04:00,Beroperasi,7.08,None,0.0,0,OPR_022,ROAD_01,Bulldozer,Liebherr PR736,21.5,Infrastructure,5.6,Perlu Servis,39.0,0.99,Lebat,23.8,30.0,90.7,4.0,8.2,11,0,0
OPRREC_0000503,ALAT_026,2025-07-09,Shift 2,14:00:00,15:57:00,Standby,1.96,None,0.0,0,OPR_020,ROAD_01,Bulldozer,Liebherr PR736,21.5,Infrastructure,5.6,Perlu Servis,39.0,0.99,Lebat,23.8,30.0,90.7,4.0,8.2,11,0,0
OPRREC_0000504,ALAT_092,2025-07-09,Shift 3,22:00:00,05:30:00,Beroperasi,7.5,Coal,1400.2,16,OPR_105,PORT,Dump Truck,CAT 785C,97.7,Coal Hauling,2.9,Sangat Baik,40.1,0.86,Lebat,23.2,28.3,92.9,4.8,10.2,13,0,0
OPRREC_0000505,ALAT_002,2025-07-09,Shift 1,06:00:00,10:50:00,Beroperasi,4.84,Overburden,514.6,8,OPR_054,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0,1
OPRREC_0000506,ALAT_002,2025-07-09,Shift 2,14:00:00,16:09:00,Maintenance,2.15,Overburden,0.0,0,OPR_067,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0,1
OPRREC_0000507,ALAT_051,2025-07-09,Shift 1,06:00:00,09:07:00,Beroperasi,3.12,Overburden,26.6,8,OPR_033,PIT_A,Excavator,Volvo EC210,3.4,Overburden,7.5,Perlu Servis,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000508,ALAT_051,2025-07-09,Shift 2,14:00:00,20:03:00,Beroperasi,6.05,Overburden,23.4,7,OPR_125,PIT_A,Excavator,Volvo EC210,3.4,Overburden,7.5,Perlu Servis,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000509,ALAT_009,2025-07-09,Shift 2,14:00:00,17:06:00,Beroperasi,3.11,Coal,19.8,4,OPR_046,PIT_A,Excavator,Hitachi ZX200,4.9,Coal Loading,6.3,Baik,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000510,ALAT_009,2025-07-09,Shift 1,06:00:00,09:46:00,Maintenance,3.78,Coal,0.0,0,OPR_134,PIT_A,Excavator,Hitachi ZX200,4.9,Coal Loading,6.3,Baik,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000511,ALAT_006,2025-07-09,Shift 1,06:00:00,07:40:00,Standby,1.67,Overburden,0.0,0,OPR_100,PIT_A,Excavator,Hitachi ZX200,4.6,Overburden,5.3,Perlu Servis,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000512,ALAT_006,2025-07-09,Shift 3,22:00:00,03:07:00,Beroperasi,5.12,Overburden,39.8,10,OPR_110,PIT_A,Excavator,Hitachi ZX200,4.6,Overburden,5.3,Perlu Servis,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
OPRREC_0000513,ALAT_100,2025-07-09,Shift 2,14:00:00,19:18:00,Beroperasi,5.31,None,0.0,0,OPR_108,PIT_B,Grader,Komatsu GD655,19.2,Infrastructure,2.4,Baik,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0,0
OPRREC_0000514,ALAT_042,2025-07-09,Shift 2,14:00:00,21:24:00,Beroperasi,7.41,None,0.0,0,OPR_002,PIT_B,Grader,CAT 140K,15.3,Infrastructure,8.2,Rusak Ringan,41.7,1.0,Lebat,24.2,30.1,95.0,4.1,9.4,0,0,0
OPRREC_0000515,ALAT_028,2025-07-09,Shift 3,22:00:00,01:45:00,Beroperasi,3.75,Overburden,576.7,6,OPR_004,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,39.0,0.99,Lebat,23.8,30.0,90.7,4.0,8.2,11,0,0
OPRREC_0000516,ALAT_028,2025-07-09,Shift 2,14:00:00,19:03:00,Beroperasi,5.06,Overburden,588.8,6,OPR_084,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,39.0,0.99,Lebat,23.8,30.0,90.7,4.0,8.2,11,0,0
OPRREC_0000517,ALAT_065,2025-07-09,Shift 2,14:00:00,16:12:00,Standby,2.21,Coal,0.0,0,OPR_026,STOCKPILE,Excavator,Hitachi ZX200,1.0,Coal Loading,3.2,Baik,40.8,0.85,Lebat,24.6,28.4,90.3,2.6,6.0,8,0,0
OPRREC_0000518,ALAT_065,2025-07-09,Shift 1,06:00:00,11:04:00,Beroperasi,5.07,Coal,3.3,4,OPR_125,STOCKPILE,Excavator,Hitachi ZX200,1.0,Coal Loading,3.2,Baik,40.8,0.85,Lebat,24.6,28.4,90.3,2.6,6.0,8,0,0
OPRREC_0000519,ALAT_077,2025-07-10,Shift 3,22:00:00,05:23:00,Beroperasi,7.39,None,0.0,0,OPR_135,PIT_B,Grader,John Deere 772G,11.0,Infrastructure,5.1,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000520,ALAT_077,2025-07-10,Shift 1,06:00:00,07:27:00,Standby,1.46,None,0.0,0,OPR_078,PIT_B,Grader,John Deere 772G,11.0,Infrastructure,5.1,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000521,ALAT_079,2025-07-10,Shift 2,14:00:00,20:35:00,Beroperasi,6.59,Coal,2400.1,16,OPR_128,ROAD_01,Dump Truck,Volvo A40G,141.4,Coal Hauling,9.3,Rusak Ringan,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000522,ALAT_002,2025-07-10,Shift 2,14:00:00,17:05:00,Maintenance,3.09,Overburden,0.0,0,OPR_015,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000523,ALAT_035,2025-07-10,Shift 3,22:00:00,04:47:00,Beroperasi,6.79,Coal,55.0,11,OPR_125,PIT_A,Excavator,Komatsu PC200,4.9,Coal Loading,9.8,Rusak Ringan,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000524,ALAT_035,2025-07-10,Shift 2,14:00:00,20:20:00,Beroperasi,6.34,Coal,65.0,13,OPR_050,PIT_A,Excavator,Komatsu PC200,4.9,Coal Loading,9.8,Rusak Ringan,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000525,ALAT_009,2025-07-10,Shift 1,06:00:00,12:00:00,Beroperasi,6.0,Coal,26.5,5,OPR_063,PIT_A,Excavator,Hitachi ZX200,4.9,Coal Loading,6.3,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000526,ALAT_009,2025-07-10,Shift 2,14:00:00,19:52:00,Beroperasi,5.88,Coal,51.2,11,OPR_138,PIT_A,Excavator,Hitachi ZX200,4.9,Coal Loading,6.3,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000527,ALAT_091,2025-07-10,Shift 3,22:00:00,02:10:00,Beroperasi,4.17,Overburden,8.3,4,OPR_052,PIT_B,Excavator,Volvo EC210,1.9,Overburden,6.6,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000528,ALAT_052,2025-07-10,Shift 1,06:00:00,09:52:00,Beroperasi,3.87,Overburden,47.7,12,OPR_072,PIT_A,Excavator,CAT 320D,4.3,Overburden,6.5,Perlu Servis,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000529,ALAT_016,2025-07-10,Shift 1,06:00:00,12:04:00,Beroperasi,6.08,Coal,893.5,8,OPR_024,PORT,Dump Truck,CAT 785C,126.5,Coal Hauling,2.9,Sangat Baik,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,0,0,0
OPRREC_0000530,ALAT_016,2025-07-10,Shift 3,22:00:00,03:40:00,Beroperasi,5.67,Coal,1638.4,14,OPR_020,PORT,Dump Truck,CAT 785C,126.5,Coal Hauling,2.9,Sangat Baik,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,0,0,0
OPRREC_0000531,ALAT_089,2025-07-10,Shift 2,14:00:00,19:01:00,Beroperasi,5.03,Overburden,81.9,17,OPR_030,PIT_A,Excavator,Hitachi ZX200,4.5,Overburden,6.3,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000532,ALAT_064,2025-07-10,Shift 1,06:00:00,11:36:00,Beroperasi,5.61,None,0.0,0,OPR_024,ROAD_01,Grader,CAT 140K,22.4,Infrastructure,3.3,Sangat Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000533,ALAT_017,2025-07-10,Shift 2,14:00:00,15:54:00,Standby,1.9,Coal,0.0,0,OPR_085,PORT,Dump Truck,Belaz 7555,129.4,Coal Hauling,1.3,Sangat Baik,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,0,0,0
OPRREC_0000534,ALAT_017,2025-07-10,Shift 1,06:00:00,07:55:00,Standby,1.92,Coal,0.0,0,OPR_088,PORT,Dump Truck,Belaz 7555,129.4,Coal Hauling,1.3,Sangat Baik,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,0,0,0
OPRREC_0000535,ALAT_001,2025-07-10,Shift 2,14:00:00,20:46:00,Beroperasi,6.78,Coal,813.0,9,OPR_097,PORT,Dump Truck,Komatsu HD785,85.3,Coal Hauling,0.0,Baik,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,0,0,0
OPRREC_0000536,ALAT_073,2025-07-10,Shift 2,14:00:00,17:31:00,Beroperasi,3.52,Overburden,48.3,11,OPR_131,PIT_B,Excavator,Hitachi ZX200,4.0,Overburden,6.8,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000537,ALAT_047,2025-07-10,Shift 1,06:00:00,06:49:00,Breakdown,0.82,Overburden,0.0,0,OPR_056,PIT_A,Dump Truck,CAT 785C,110.5,Overburden Hauling,7.9,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,1,1
OPRREC_0000538,ALAT_047,2025-07-10,Shift 3,22:00:00,01:37:00,Beroperasi,3.63,Overburden,1654.2,16,OPR_089,PIT_A,Dump Truck,CAT 785C,110.5,Overburden Hauling,7.9,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,1
OPRREC_0000539,ALAT_005,2025-07-10,Shift 1,06:00:00,10:51:00,Beroperasi,4.86,Coal,996.7,13,OPR_055,ROAD_01,Dump Truck,CAT 785C,87.3,Coal Hauling,0.1,Sangat Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000540,ALAT_005,2025-07-10,Shift 2,14:00:00,17:30:00,Maintenance,3.5,Coal,0.0,0,OPR_053,ROAD_01,Dump Truck,CAT 785C,87.3,Coal Hauling,0.1,Sangat Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000541,ALAT_043,2025-07-10,Shift 2,14:00:00,17:34:00,Beroperasi,3.58,Overburden,14.8,9,OPR_080,PIT_A,Excavator,CAT 320D,2.0,Overburden,4.7,Sangat Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000542,ALAT_039,2025-07-10,Shift 3,22:00:00,23:45:00,Standby,1.76,Coal,0.0,0,OPR_016,PIT_B,Excavator,CAT 320D,3.7,Coal Loading,1.8,Sangat Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000543,ALAT_046,2025-07-10,Shift 3,22:00:00,02:12:00,Beroperasi,4.21,Overburden,1090.5,11,OPR_082,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000544,ALAT_046,2025-07-10,Shift 2,14:00:00,19:51:00,Beroperasi,5.86,Overburden,555.3,7,OPR_124,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000545,ALAT_038,2025-07-10,Shift 2,14:00:00,17:11:00,Maintenance,3.19,Overburden,0.0,0,OPR_004,ROAD_01,Dump Truck,Komatsu HD785,147.2,Overburden Hauling,0.1,Sangat Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000546,ALAT_038,2025-07-10,Shift 1,06:00:00,13:54:00,Beroperasi,7.91,Overburden,589.1,4,OPR_138,ROAD_01,Dump Truck,Komatsu HD785,147.2,Overburden Hauling,0.1,Sangat Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000547,ALAT_054,2025-07-10,Shift 2,14:00:00,14:59:00,Standby,0.99,None,0.0,0,OPR_121,PIT_A,Grader,Komatsu GD655,21.7,Infrastructure,4.4,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000548,ALAT_054,2025-07-10,Shift 3,22:00:00,23:21:00,Standby,1.36,None,0.0,0,OPR_143,PIT_A,Grader,Komatsu GD655,21.7,Infrastructure,4.4,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000549,ALAT_030,2025-07-10,Shift 1,06:00:00,07:25:00,Maintenance,1.42,Overburden,0.0,0,OPR_108,ROAD_01,Dump Truck,Komatsu HD785,108.0,Overburden Hauling,8.0,Rusak Ringan,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000550,ALAT_030,2025-07-10,Shift 2,14:00:00,18:01:00,Beroperasi,4.03,Overburden,1571.2,15,OPR_124,ROAD_01,Dump Truck,Komatsu HD785,108.0,Overburden Hauling,8.0,Rusak Ringan,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000551,ALAT_025,2025-07-10,Shift 2,14:00:00,19:36:00,Beroperasi,5.6,None,0.0,0,OPR_067,ROAD_01,Grader,CAT 140K,24.1,Infrastructure,9.7,Rusak Ringan,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000552,ALAT_025,2025-07-10,Shift 1,06:00:00,11:47:00,Beroperasi,5.79,None,0.0,0,OPR_100,ROAD_01,Grader,CAT 140K,24.1,Infrastructure,9.7,Rusak Ringan,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000553,ALAT_075,2025-07-10,Shift 2,14:00:00,17:58:00,Standby,3.98,Coal,0.0,0,OPR_017,PIT_B,Excavator,Hitachi ZX200,2.6,Coal Loading,2.6,Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000554,ALAT_027,2025-07-10,Shift 3,22:00:00,01:25:00,Beroperasi,3.42,None,0.0,0,OPR_044,PIT_A,Grader,John Deere 772G,23.3,Infrastructure,7.7,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000555,ALAT_085,2025-07-10,Shift 3,22:00:00,05:19:00,Beroperasi,7.32,Coal,1655.2,16,OPR_009,ROAD_01,Dump Truck,Komatsu HD785,95.8,Coal Hauling,1.5,Sangat Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000556,ALAT_008,2025-07-10,Shift 1,06:00:00,10:01:00,Beroperasi,4.03,Overburden,1154.8,12,OPR_003,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000557,ALAT_028,2025-07-10,Shift 3,22:00:00,05:08:00,Beroperasi,7.14,Overburden,1109.3,12,OPR_052,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000558,ALAT_028,2025-07-10,Shift 1,06:00:00,10:27:00,Beroperasi,4.45,Overburden,1433.5,18,OPR_024,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000559,ALAT_060,2025-07-10,Shift 2,14:00:00,21:46:00,Beroperasi,7.77,Coal,1142.7,10,OPR_018,ROAD_01,Dump Truck,CAT 785C,111.0,Coal Hauling,1.3,Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000560,ALAT_060,2025-07-10,Shift 3,22:00:00,04:37:00,Beroperasi,6.63,Coal,1672.4,16,OPR_110,ROAD_01,Dump Truck,CAT 785C,111.0,Coal Hauling,1.3,Baik,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000561,ALAT_006,2025-07-10,Shift 3,22:00:00,01:30:00,Beroperasi,3.51,Overburden,32.0,7,OPR_123,PIT_A,Excavator,Hitachi ZX200,4.6,Overburden,5.3,Perlu Servis,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000562,ALAT_006,2025-07-10,Shift 1,06:00:00,13:28:00,Beroperasi,7.48,Overburden,15.3,4,OPR_140,PIT_A,Excavator,Hitachi ZX200,4.6,Overburden,5.3,Perlu Servis,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000563,ALAT_031,2025-07-10,Shift 3,22:00:00,05:25:00,Beroperasi,7.43,Coal,26.7,5,OPR_081,PIT_A,Wheel Loader,Doosan DL300,6.1,Coal Loading,5.0,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000564,ALAT_023,2025-07-10,Shift 2,14:00:00,20:33:00,Beroperasi,6.56,None,0.0,0,OPR_097,ROAD_01,Grader,John Deere 772G,21.7,Road Maintenance,9.4,Rusak Ringan,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000565,ALAT_051,2025-07-10,Shift 2,14:00:00,20:54:00,Beroperasi,6.9,Overburden,49.5,14,OPR_110,PIT_A,Excavator,Volvo EC210,3.4,Overburden,7.5,Perlu Servis,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000566,ALAT_051,2025-07-10,Shift 1,06:00:00,10:43:00,Beroperasi,4.73,Overburden,59.4,17,OPR_015,PIT_A,Excavator,Volvo EC210,3.4,Overburden,7.5,Perlu Servis,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000567,ALAT_084,2025-07-10,Shift 1,06:00:00,09:55:00,Beroperasi,3.92,None,0.0,0,OPR_010,PIT_B,Bulldozer,Komatsu D85ESS,30.8,Infrastructure,0.6,Sangat Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000568,ALAT_084,2025-07-10,Shift 2,14:00:00,20:42:00,Beroperasi,6.7,None,0.0,0,OPR_019,PIT_B,Bulldozer,Komatsu D85ESS,30.8,Infrastructure,0.6,Sangat Baik,0.2,0.31,Ringan,24.1,29.6,83.6,3.2,6.6,0,0,0
OPRREC_0000569,ALAT_090,2025-07-10,Shift 1,06:00:00,13:24:00,Beroperasi,7.4,Coal,32.2,11,OPR_056,PIT_A,Wheel Loader,Volvo L120H,3.1,Coal Loading,2.8,Sangat Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000570,ALAT_012,2025-07-10,Shift 3,22:00:00,01:25:00,Breakdown,3.43,Coal,0.0,0,OPR_008,PORT,Dump Truck,Belaz 7555,108.6,Coal Hauling,7.6,Baik,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,0,1,1
OPRREC_0000571,ALAT_012,2025-07-10,Shift 1,06:00:00,10:03:00,Beroperasi,4.05,Coal,1205.3,13,OPR_104,PORT,Dump Truck,Belaz 7555,108.6,Coal Hauling,7.6,Baik,0.2,0.49,Ringan,23.3,27.6,84.6,2.2,4.9,0,0,1
OPRREC_0000572,ALAT_013,2025-07-10,Shift 3,22:00:00,01:58:00,Standby,3.97,None,0.0,0,OPR_069,ROAD_01,Grader,CAT 140K,21.8,Road Maintenance,9.4,Rusak Ringan,0.2,0.49,Ringan,25.3,31.4,77.0,2.9,5.3,0,0,0
OPRREC_0000573,ALAT_081,2025-07-10,Shift 2,14:00:00,19:13:00,Beroperasi,5.22,Overburden,464.1,17,OPR_034,PIT_A,Bulldozer,Shantui SD22,29.3,Overburden,2.9,Sangat Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000574,ALAT_081,2025-07-10,Shift 1,06:00:00,13:49:00,Beroperasi,7.83,Overburden,332.5,14,OPR_010,PIT_A,Bulldozer,Shantui SD22,29.3,Overburden,2.9,Sangat Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000575,ALAT_067,2025-07-10,Shift 3,22:00:00,05:48:00,Beroperasi,7.8,Overburden,41.2,14,OPR_029,PIT_A,Excavator,Volvo EC210,3.1,Overburden,4.0,Baik,0.2,0.59,Ringan,24.6,31.6,77.8,1.9,3.7,0,0,0
OPRREC_0000576,ALAT_038,2025-07-11,Shift 1,06:00:00,11:33:00,Beroperasi,5.55,Overburden,2057.0,17,OPR_100,ROAD_01,Dump Truck,Komatsu HD785,147.2,Overburden Hauling,0.1,Sangat Baik,2.2,0.54,Ringan,25.5,32.6,79.9,1.0,4.3,0,0,0
OPRREC_0000577,ALAT_056,2025-07-11,Shift 3,22:00:00,01:48:00,Beroperasi,3.8,Overburden,225.3,8,OPR_006,PIT_A,Bulldozer,Shantui SD22,30.2,Overburden,5.4,Baik,2.0,0.38,Ringan,24.1,30.6,81.9,2.3,5.2,0,0,0
OPRREC_0000578,ALAT_062,2025-07-11,Shift 1,06:00:00,09:40:00,Maintenance,3.68,Overburden,0.0,0,OPR_131,PIT_B,Bulldozer,Shantui SD22,28.1,Overburden,5.3,Perlu Servis,2.2,0.31,Ringan,23.6,29.2,79.8,1.6,4.5,0,0,0
OPRREC_0000579,ALAT_018,2025-07-11,Shift 2,14:00:00,20:37:00,Beroperasi,6.62,Overburden,69.4,18,OPR_086,PIT_B,Excavator,Komatsu PC200,4.0,Overburden,4.5,Baik,2.2,0.31,Ringan,23.6,29.2,79.8,1.6,4.5,0,0,0
OPRREC_0000580,ALAT_018,2025-07-11,Shift 3,22:00:00,01:15:00,Beroperasi,3.26,Overburden,32.6,10,OPR_027,PIT_B,Excavator,Komatsu PC200,4.0,Overburden,4.5,Baik,2.2,0.31,Ringan,23.6,29.2,79.8,1.6,4.5,0,0,0
