id_record,id_alat,tanggal_operasi,shift,jam_mulai,jam_selesai,status_operasi,durasi_jam,material_dipindah,total_muatan_ton,jumlah_ritase,id_operator,lokasi_kode,tgl_pembelian,umur_tahun,tipe_alat,kondisi,equipment_age_days,equipment_age_months,equipment_age_years,high_age_risk,mid_age_risk,new_equipment,daily_usage_hours,utilization_rate,high_usage_flag,low_usage_flag,overwork_flag,idle_flag,cumulative_hours_7d,cumulative_hours_30d,avg_daily_hours_7d,usage_variance_7d,days_since_last_record,overdue_maintenance_flag,critical_overdue_flag,maintenance_activity,maintenance_count_30d,breakdown_flag,standby_flag,operating_flag,breakdown_count_7d,breakdown_count_30d,breakdown_rate_30d,operating_rate_7d,health_score_age,health_score_maintenance,health_score_usage,health_score_breakdown,health_score_efficiency,equipment_health_score,health_category,condition_score,age_usage_interaction,age_breakdown_risk,critical_risk_flag,degradation_risk_flag,combined_risk_score,type_risk_profile
OPRREC_0001455,ALAT_013,2025-07-26,Shift 3,22:00:00,23:01:00,Standby,1.02,,0.0,0,OPR_076,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,1.02,0.0425,0,1,0,1,37.21,52.89,5.315714285714286,2.2353139760285514,0.0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.7142857142857143,4.751381215469608,100,6.071428571428572,100.0,71.42857142857143,59.18149171270718,Warning,70.0,0.4012046543463382,0.0,0,0,0.0,0.04755341144038594
OPRREC_0001566,ALAT_013,2025-07-28,Shift 3,22:00:00,02:46:00,Beroperasi,4.78,,0.0,0,OPR_052,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.78,0.1991666666666667,0,1,0,0,35.46,57.67,5.065714285714286,2.1738894263727486,2.0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,4.751381215469608,100,28.452380952380963,100.0,71.42857142857143,62.31482504604052,Warning,70.0,1.8801551448779377,0.0,0,0,0.0,0.04755341144038594
OPRREC_0001567,ALAT_013,2025-07-28,Shift 2,14:00:00,16:55:00,Standby,2.92,,0.0,0,OPR_027,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,2.92,0.12166666666666666,0,1,0,1,34.41,60.59,4.9157142857142855,2.2949499423942212,0.0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.7142857142857143,4.751381215469608,100,17.380952380952387,100.0,71.42857142857143,60.764825046040514,Warning,70.0,1.1485466575404972,0.0,0,0,0.0,0.04755341144038594
OPRREC_0001768,ALAT_013,2025-08-01,Shift 2,14:00:00,16:07:00,Maintenance,2.12,,0.0,0,OPR_035,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,2.12,0.08833333333333333,0,1,0,0,30.6,62.71,4.371428571428572,2.4601587250380725,4.0,0,0,1,1.0,0,0,0,0.0,0.0,0.0,0.5714285714285714,4.751381215469608,100,12.61904761904763,100.0,57.14285714285714,59.09815837937384,Warning,70.0,0.8338763404061146,0.0,0,0,0.0,0.04755341144038594
OPRREC_0001934,ALAT_013,2025-08-04,Shift 1,06:00:00,09:30:00,Beroperasi,3.5,,0.0,0,OPR_122,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.5,0.14583333333333334,0,1,0,0,28.44,66.21,4.062857142857143,2.4064753914228616,3.0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.5714285714285714,4.751381215469608,100,20.833333333333336,100.0,57.14285714285714,60.24815837937385,Warning,70.0,1.376682637462925,0.0,0,0,0.0,0.04755341144038594
OPRREC_0002085,ALAT_013,2025-08-07,Shift 3,22:00:00,23:27:00,Standby,1.46,,0.0,0,OPR_147,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,1.46,0.06083333333333333,0,1,0,1,23.78,67.67,3.3971428571428572,2.3870324274135486,3.0,0,0,0,1.0,0,1,0,0.0,0.0,0.0,0.42857142857142855,4.751381215469608,100,8.690476190476183,100.0,42.857142857142854,57.548158379373845,Warning,70.0,0.5742733287702486,0.0,0,0,0.0,0.04755341144038594
OPRREC_0002186,ALAT_013,2025-08-08,Shift 2,14:00:00,21:56:00,Beroperasi,7.94,,0.0,0,OPR_081,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,7.94,0.33083333333333337,0,0,0,0,23.74,75.61,3.391428571428571,2.374246747717605,1.0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.42857142857142855,4.751381215469608,100,47.26190476190477,100.0,42.857142857142854,62.948158379373844,Warning,70.0,3.1231028975587503,0.0,0,0,0.0,0.04755341144038594
OPRREC_0002240,ALAT_013,2025-08-09,Shift 1,06:00:00,09:28:00,Beroperasi,3.48,,0.0,0,OPR_096,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.48,0.145,0,1,0,0,26.2,79.09,3.742857142857143,2.134710864775481,1.0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.5714285714285714,4.751381215469608,100,20.71428571428572,100.0,57.14285714285714,60.23149171270718,Warning,70.0,1.3688158795345653,0.0,0,0,0.0,0.04755341144038594
OPRREC_0002241,ALAT_013,2025-08-09,Shift 2,14:00:00,18:09:00,Beroperasi,4.15,,0.0,0,OPR_032,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.15,0.1729166666666667,0,1,0,0,25.57,83.24,3.652857142857143,2.096637898205239,0.0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.5714285714285714,4.751381215469608,100,24.702380952380963,100.0,57.14285714285714,60.78982504604051,Warning,70.0,1.6323522701346111,0.0,0,0,0.0,0.04755341144038594
OPRREC_0002274,ALAT_013,2025-08-10,Shift 1,06:00:00,10:57:00,Beroperasi,4.95,,0.0,0,OPR_127,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.95,0.20625000000000002,0,0,0,0,27.6,88.19,3.942857142857143,2.118652986260487,1.0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,4.751381215469608,100,29.464285714285722,100.0,71.42857142857143,62.456491712707184,Warning,70.0,1.9470225872689941,0.0,0,0,0.0,0.04755341144038594
OPRREC_0002923,ALAT_013,2025-08-21,Shift 2,14:00:00,19:28:00,Beroperasi,5.48,,0.0,0,OPR_048,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,5.48,0.22833333333333336,0,0,0,0,30.96,93.67,4.422857142857143,2.014916989900695,11.0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,4.751381215469608,100,32.61904761904763,100.0,85.71428571428571,63.89815837937384,Warning,70.0,2.155491672370523,0.0,0,0,0.0,0.04755341144038594
OPRREC_0003101,ALAT_013,2025-08-25,Shift 1,06:00:00,06:53:00,Maintenance,0.89,,0.0,0,OPR_123,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,0.89,0.037083333333333336,0,1,0,0,28.35,94.56,4.05,2.4157676488713347,4.0,0,0,1,2.0,0,0,0,0.0,0.0,0.0,0.7142857142857143,4.751381215469608,100,5.297619047619051,100.0,71.42857142857143,59.07315837937385,Warning,70.0,0.35007072781200094,0.0,0,0,0.0,0.04755341144038594
OPRREC_0003178,ALAT_013,2025-08-26,Shift 1,06:00:00,13:40:00,Beroperasi,7.68,,0.0,0,OPR_122,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,7.68,0.32,0,0,0,0,34.57,102.24,4.938571428571429,2.448042950136759,1.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,0.8571428571428571,4.751381215469608,100,45.714285714285715,100.0,85.71428571428571,65.73149171270717,Warning,70.0,3.0208350444900756,0.0,0,0,0.0,0.04755341144038594
OPRREC_0003445,ALAT_013,2025-08-31,Shift 3,22:00:00,01:03:00,Standby,3.06,,0.0,0,OPR_040,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.06,0.1275,0,1,0,1,29.69,105.3,4.241428571428572,2.1242993242590886,5.0,0,0,0,2.0,0,1,0,0.0,0.0,0.0,0.7142857142857143,4.751381215469608,100,18.214285714285705,100.0,71.42857142857143,60.88149171270718,Warning,70.0,1.2036139630390144,0.0,0,0,0.0,0.04755341144038594
OPRREC_0003610,ALAT_013,2025-09-02,Shift 2,14:00:00,21:54:00,Beroperasi,7.9,,0.0,0,OPR_076,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,7.9,0.32916666666666666,0,0,0,0,34.11,113.2,4.872857142857143,2.4863072636992816,2.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,4.751381215469608,100,47.023809523809526,100.0,71.42857142857143,64.9148250460405,Warning,70.0,3.1073693817020307,0.0,0,0,0.0,0.04755341144038594
OPRREC_0003611,ALAT_013,2025-09-02,Shift 1,06:00:00,09:22:00,Beroperasi,3.38,,0.0,0,OPR_012,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.38,0.14083333333333334,0,1,0,0,33.34,116.58,4.762857142857143,2.540070302739108,0.0,0,0,0,2.0,0,0,1,0.0,0.0,0.0,0.7142857142857143,4.751381215469608,100,20.119047619047624,100.0,71.42857142857143,61.14815837937385,Warning,70.0,1.3294820898927675,0.0,0,0,0.0,0.04755341144038594
OPRREC_0003789,ALAT_013,2025-09-05,Shift 1,06:00:00,06:38:00,Breakdown,0.64,,0.0,0,OPR_071,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,0.64,0.02666666666666667,0,1,0,0,29.03,117.22,4.147142857142858,2.972679567246327,3.0,0,0,0,2.0,1,0,0,1.0,1.0,0.038461538461538464,0.5714285714285714,4.751381215469608,100,3.809523809523807,96.15384615384616,57.14285714285714,57.326363507578975,Warning,70.0,0.2517362537075063,0.36308113515505713,0,0,0.3,0.04755341144038594
OPRREC_0003790,ALAT_013,2025-09-05,Shift 3,22:00:00,03:25:00,Beroperasi,5.43,,0.0,0,OPR_079,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,5.43,0.22624999999999998,0,0,0,0,28.979999999999997,122.65,4.14,2.969000954305449,0.0,0,0,0,2.0,0,0,1,1.0,1.0,0.037037037037037035,0.5714285714285714,4.751381215469608,100,32.32142857142857,96.2962962962963,57.14285714285714,61.33797319418866,Warning,70.0,2.1358247775496233,0.3496336857048698,0,0,0.0,0.04755341144038594
OPRREC_0003861,ALAT_013,2025-09-07,Shift 2,14:00:00,17:31:00,Beroperasi,3.52,,0.0,0,OPR_114,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.52,0.14666666666666667,0,1,0,0,31.61,126.17,4.515714285714286,2.6370302560699925,2.0,0,0,0,2.0,0,0,1,1.0,1.0,0.03571428571428571,0.7142857142857143,4.751381215469608,100,20.952380952380967,96.42857142857143,71.42857142857143,60.76482504604052,Warning,70.0,1.3845493953912846,0.33714676835826735,0,0,0.0,0.04755341144038594
OPRREC_0003904,ALAT_013,2025-09-08,Shift 3,22:00:00,02:10:00,Beroperasi,4.18,,0.0,0,OPR_121,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.18,0.17416666666666666,0,1,0,0,28.11,130.35,4.015714285714286,2.238808143803731,1.0,0,0,0,2.0,0,0,1,1.0,1.0,0.034482758620689655,0.7142857142857143,4.751381215469608,100,24.88095238095238,96.55172413793103,71.42857142857143,61.33206642535086,Warning,70.0,1.6441524070271503,0.3255210177252236,0,0,0.0,0.04755341144038594
OPRREC_0004130,ALAT_013,2025-09-12,Shift 3,22:00:00,02:52:00,Beroperasi,4.88,,0.0,0,OPR_008,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.88,0.20333333333333334,0,0,0,0,29.93,135.23,4.275714285714286,2.214872886818091,4.0,0,0,0,2.0,0,0,1,1.0,1.0,0.03333333333333333,0.8571428571428571,4.751381215469608,100,29.047619047619055,96.66666666666667,85.71428571428571,62.93149171270718,Warning,70.0,1.9194889345197355,0.31467031713438287,0,0,0.0,0.04755341144038594
OPRREC_0004131,ALAT_013,2025-09-12,Shift 1,06:00:00,13:52:00,Beroperasi,7.88,,0.0,0,OPR_115,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,7.88,0.3283333333333333,0,0,0,0,29.91,135.89999999999998,4.272857142857143,2.20942461805266,0.0,0,0,0,2.0,0,0,1,1.0,1.0,0.03333333333333333,0.8571428571428571,4.751381215469608,100,46.904761904761905,96.66666666666667,85.71428571428571,65.43149171270719,Warning,70.0,3.0995026237736707,0.31467031713438287,0,0,0.0,0.04755341144038594
OPRREC_0004270,ALAT_013,2025-09-14,Shift 2,14:00:00,16:05:00,Breakdown,2.09,,0.0,0,OPR_122,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,2.09,0.08708333333333333,0,1,0,0,28.619999999999997,134.42999999999998,4.088571428571428,2.345893067834569,2.0,0,0,0,2.0,1,0,0,2.0,2.0,0.06666666666666667,0.7142857142857143,4.751381215469608,100,12.44047619047618,93.33333333333333,71.42857142857143,59.139825046040514,Warning,70.0,0.8220762035135751,0.6293406342687657,0,0,0.3,0.04755341144038594
OPRREC_0004271,ALAT_013,2025-09-14,Shift 1,06:00:00,12:43:00,Beroperasi,6.72,,0.0,0,OPR_083,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,6.72,0.27999999999999997,0,0,0,0,34.699999999999996,136.23999999999998,4.957142857142856,1.9480820849039722,0.0,0,0,0,2.0,0,0,1,1.0,2.0,0.06666666666666667,0.8571428571428571,4.751381215469608,100,40.0,93.33333333333333,85.71428571428571,63.99815837937385,Warning,70.0,2.6432306639288154,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0004540,ALAT_013,2025-09-19,Shift 1,06:00:00,09:59:00,Maintenance,3.99,,0.0,0,OPR_145,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.99,0.16625,0,1,0,0,33.26,133.7,4.751428571428571,1.96577744223016,5.0,0,0,1,3.0,0,0,0,1.0,2.0,0.06666666666666667,0.7142857142857143,4.751381215469608,100,23.750000000000004,93.33333333333333,71.42857142857143,60.72315837937385,Warning,70.0,1.5694182067077345,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0004541,ALAT_013,2025-09-19,Shift 2,14:00:00,18:33:00,Beroperasi,4.55,,0.0,0,OPR_123,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.55,0.18958333333333333,0,1,0,0,34.29,134.28,4.898571428571429,1.8955335974462748,0.0,0,0,0,3.0,0,0,1,1.0,2.0,0.06666666666666667,0.7142857142857143,4.751381215469608,100,27.083333333333336,93.33333333333333,71.42857142857143,61.18982504604051,Warning,70.0,1.7896874287018023,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0004643,ALAT_013,2025-09-21,Shift 3,22:00:00,02:04:00,Beroperasi,4.07,,0.0,0,OPR_103,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.07,0.16958333333333334,0,1,0,0,34.18,132.42000000000002,4.882857142857143,1.9029250667127717,2.0,0,0,0,3.0,0,0,1,1.0,2.0,0.06666666666666667,0.7142857142857143,4.751381215469608,100,24.226190476190478,93.33333333333333,71.42857142857143,60.78982504604051,Warning,70.0,1.6008852384211727,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0004691,ALAT_013,2025-09-22,Shift 2,14:00:00,15:02:00,Maintenance,1.04,,0.0,0,OPR_102,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,1.04,0.043333333333333335,0,1,0,0,30.34,127.8,4.3342857142857145,2.3940123721683717,1.0,0,0,1,4.0,0,0,0,1.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,6.190476190476191,93.33333333333333,57.14285714285714,57.264825046040514,Warning,70.0,0.40907141227469773,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0004804,ALAT_013,2025-09-23,Shift 2,14:00:00,17:06:00,Standby,3.11,,0.0,0,OPR_140,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.11,0.12958333333333333,0,1,0,1,25.57,124.78999999999999,3.652857142857143,1.8286672221932037,1.0,0,0,0,4.0,0,1,0,1.0,2.0,0.06666666666666667,0.42857142857142855,4.751381215469608,100,18.511904761904773,93.33333333333333,42.857142857142854,57.989825046040515,Warning,70.0,1.2232808578599133,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0004805,ALAT_013,2025-09-23,Shift 1,06:00:00,11:12:00,Beroperasi,5.21,,0.0,0,OPR_038,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,5.21,0.21708333333333332,0,0,0,0,28.689999999999998,122.02,4.098571428571428,1.7633153298207753,0.0,0,0,0,4.0,0,0,1,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,31.011904761904763,93.33333333333333,57.14285714285714,60.739825046040515,Warning,70.0,2.049290440337668,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0004842,ALAT_013,2025-09-24,Shift 2,14:00:00,17:45:00,Beroperasi,3.76,,0.0,0,OPR_039,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.76,0.15666666666666665,0,1,0,0,25.73,124.75999999999999,3.6757142857142857,1.3320893005958356,1.0,0,0,0,4.0,0,0,1,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,22.38095238095238,93.33333333333333,57.14285714285714,59.53149171270718,Warning,70.0,1.4789504905315993,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0004986,ALAT_013,2025-09-27,Shift 1,06:00:00,10:41:00,Beroperasi,4.69,,0.0,0,OPR_122,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.69,0.19541666666666668,0,1,0,0,26.43,124.67,3.775714285714286,1.3848448426070106,3.0,0,0,0,4.0,0,0,1,0.0,2.0,0.06666666666666667,0.7142857142857143,4.751381215469608,100,27.916666666666668,93.33333333333333,71.42857142857143,61.306491712707185,Warning,70.0,1.8447547342003197,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005043,ALAT_013,2025-09-28,Shift 3,22:00:00,00:12:00,Standby,2.2,,0.0,0,OPR_115,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,2.2,0.09166666666666667,0,1,0,1,24.080000000000002,123.94999999999999,3.4400000000000004,1.4492066795319427,1.0,0,0,0,4.0,0,1,0,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,13.095238095238093,93.33333333333333,57.14285714285714,58.231491712707175,Warning,70.0,0.8653433721195529,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005044,ALAT_013,2025-09-28,Shift 1,06:00:00,11:15:00,Beroperasi,5.25,,0.0,0,OPR_063,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,5.25,0.21875,0,0,0,0,25.259999999999998,127.08000000000001,3.608571428571428,1.5959054751814983,0.0,0,0,0,3.0,0,0,1,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,31.25,93.33333333333333,57.14285714285714,60.773158379373854,Warning,70.0,2.0650239561943873,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005237,ALAT_013,2025-10-01,Shift 3,22:00:00,01:09:00,Beroperasi,3.16,,0.0,0,OPR_112,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.16,0.13166666666666668,0,1,0,0,27.38,126.74000000000001,3.9114285714285715,1.1721124600684085,3.0,0,0,0,3.0,0,0,1,0.0,2.0,0.06666666666666667,0.7142857142857143,4.751381215469608,100,18.80952380952382,93.33333333333333,71.42857142857143,60.03149171270719,Warning,70.0,1.2429477526808124,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005238,ALAT_013,2025-10-01,Shift 2,14:00:00,17:27:00,Beroperasi,3.45,,0.0,0,OPR_142,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.45,0.14375000000000002,0,1,0,0,27.72,128.73,3.96,1.1399707598589233,0.0,0,0,0,3.0,0,0,1,0.0,2.0,0.06666666666666667,0.8571428571428571,4.751381215469608,100,20.535714285714292,93.33333333333333,85.71428571428571,61.27315837937384,Warning,70.0,1.3570157426420262,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005278,ALAT_013,2025-10-02,Shift 3,22:00:00,01:55:00,Standby,3.92,,0.0,0,OPR_111,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.92,0.16333333333333333,0,1,0,1,26.43,124.71,3.775714285714286,0.9998809452939398,1.0,0,0,0,3.0,0,1,0,0.0,2.0,0.06666666666666667,0.7142857142857143,4.751381215469608,100,23.33333333333334,93.33333333333333,71.42857142857143,60.66482504604051,Warning,70.0,1.541884553958476,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005279,ALAT_013,2025-10-02,Shift 2,14:00:00,14:36:00,Standby,0.6,,0.0,0,OPR_132,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,0.6,0.024999999999999998,0,1,0,1,23.27,121.83,3.3242857142857143,1.5629550765868387,0.0,0,0,0,3.0,0,1,0,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,3.57142857142857,93.33333333333333,57.14285714285714,56.89815837937385,Warning,70.0,0.23600273785078713,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005343,ALAT_013,2025-10-03,Shift 2,14:00:00,18:14:00,Beroperasi,4.24,,0.0,0,OPR_082,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,4.24,0.17666666666666667,0,1,0,0,22.82,121.92,3.2600000000000002,1.5056227947264877,1.0,0,0,0,3.0,0,0,1,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,25.238095238095237,93.33333333333333,57.14285714285714,59.93149171270718,Warning,70.0,1.6677526808122292,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005344,ALAT_013,2025-10-03,Shift 1,06:00:00,08:51:00,Maintenance,2.85,,0.0,0,OPR_139,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,2.85,0.11875000000000001,0,1,0,0,23.47,119.82000000000001,3.3528571428571428,1.4483060713089881,0.0,0,0,1,4.0,0,0,0,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,16.964285714285722,93.33333333333333,57.14285714285714,58.77315837937385,Warning,70.0,1.121013004791239,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005482,ALAT_013,2025-10-05,Shift 3,22:00:00,05:31:00,Beroperasi,7.52,,0.0,0,OPR_003,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,7.52,0.3133333333333333,0,0,0,0,25.740000000000002,121.86,3.6771428571428575,2.06621001099206,2.0,0,0,0,4.0,0,0,1,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,44.76190476190476,93.33333333333333,57.14285714285714,62.66482504604052,Warning,70.0,2.9579009810631987,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005491,ALAT_013,2025-10-06,Shift 3,22:00:00,00:30:00,Maintenance,2.5,,0.0,0,OPR_036,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,2.5,0.10416666666666667,0,1,0,0,25.08,123.47,3.5828571428571427,2.108369941334729,1.0,0,0,1,4.0,0,0,0,0.0,2.0,0.06666666666666667,0.42857142857142855,4.751381215469608,100,14.880952380952372,93.33333333333333,42.857142857142854,57.481491712707175,Warning,70.0,0.9833447410449464,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005754,ALAT_013,2025-10-10,Shift 1,06:00:00,09:48:00,Standby,3.8,,0.0,0,OPR_138,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.8,0.15833333333333333,0,1,0,1,25.43,119.59,3.632857142857143,2.108844188062221,4.0,0,0,0,4.0,0,1,0,0.0,2.0,0.06666666666666667,0.2857142857142857,4.751381215469608,100,22.619047619047617,93.33333333333333,28.57142857142857,57.56482504604051,Warning,70.0,1.4946840063883184,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005755,ALAT_013,2025-10-10,Shift 3,22:00:00,04:08:00,Beroperasi,6.14,,0.0,0,OPR_016,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,6.14,0.2558333333333333,0,0,0,0,27.65,122.67,3.9499999999999997,2.315980713794194,0.0,0,0,0,4.0,0,0,1,0.0,2.0,0.06666666666666667,0.42857142857142855,4.751381215469608,100,36.54761904761904,93.33333333333333,42.857142857142854,60.51482504604051,Warning,70.0,2.4150946840063883,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005931,ALAT_013,2025-10-13,Shift 1,06:00:00,09:00:00,Beroperasi,3.0,,0.0,0,OPR_034,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.0,0.125,0,1,0,0,30.05,117.77,4.292857142857143,1.8725981441632926,3.0,0,0,0,4.0,0,0,1,0.0,2.0,0.06666666666666667,0.5714285714285714,4.751381215469608,100,17.85714285714286,93.33333333333333,57.14285714285714,58.898158379373854,Warning,70.0,1.1800136892539357,0.6293406342687657,0,0,0.0,0.04755341144038594
OPRREC_0005932,ALAT_013,2025-10-13,Shift 2,14:00:00,17:23:00,Breakdown,3.39,,0.0,0,OPR_020,ROAD_01,2016-06-27,9.4,Grader,Rusak Ringan,3448,113.27201051248358,9.440109514031485,0,1,0,3.39,0.14125000000000001,0,1,0,0,29.2,117.78,4.171428571428572,1.9038945048805314,0.0,0,0,0,4.0,1,0,0,1.0,3.0,0.1,0.42857142857142855,4.751381215469608,100,20.178571428571423,90.0,42.857142857142854,57.756491712707174,Warning,70.0,1.3334154688569475,0.9440109514031486,0,0,0.3,0.04755341144038594
